link,title,question_html,answer_html,issued_at,html_container,dar_ul_ifta
https://www.usmanidarulifta.in/2022/09/blog-post_18.html,"اکبر ہاشمی کا معافی ڈرامہ
    جبل گردد جبلت نہ گردد",,,اتوار، 18 ستمبر، 2022,"<div class=""date-outer"">
<h2 class=""date-header""><span>اتوار، 18 ستمبر، 2022</span></h2>
<div class=""date-posts"">
<div class=""post-outer"">
<div class=""post hentry uncustomized-post-template"" itemprop=""blogPost"" itemscope=""itemscope"" itemtype=""http://schema.org/BlogPosting"">
<meta content=""6140543398167395599"" itemprop=""blogId""/>
<meta content=""8346087969300013186"" itemprop=""postId""/>
<a name=""8346087969300013186""></a>
<h3 class=""post-title entry-title"" itemprop=""name"">
<a href=""https://www.usmanidarulifta.in/2022/09/blog-post_18.html"">اکبر ہاشمی کا معافی ڈرامہ
    جبل گردد جبلت نہ گردد</a>
</h3>
<div class=""post-header"">
<div class=""post-header-line-1""></div>
</div>
<div class=""post-body entry-content"" id=""post-body-8346087969300013186"" itemprop=""articleBody"">
<p dir=""rtl""></p>
<p dir=""rtl"">قارئین کرام! گذشتہ دنوں پونہ کے اکبر ہاشمی نامی ایک بدزبان اور فحش گو یوٹیوبر کے اقوال وافعال کا ہم نے احادیث کی روشنی میں جائزہ لیا تھا جس سے یہ واضح ہوگیا تھا کہ یہ شخص متعدد کبیرہ گناہوں کا مرتکب ہے۔ اس لیے کہ یہ شخص اپنے بیانات کے ذریعے مسلمانوں کے دو گروہوں کو آپس میں لڑواتا ہے۔ ظالم حکومت کی جانب سے ہونے والے مسلم بلکہ اسلام مخالف فیصلوں کا خیرمقدم اور تائید وحمایت کرتا ہے۔ اکابر علماء کرام کی شان میں گستاخی کرتا ہے اور ان پر بہتان باندھتا ہے۔ اور اس کی غلط سلط اور گمراہ کن باتوں سے اختلاف کرنے والوں کو گالیاں دیتا ہے اورفحش گوئی کرتا ہے۔ اور اسے یہ اصلاح معاشرہ اور دین کا کام سمجھتا ہے۔</p>
<p dir=""rtl"">معزز قارئین! تازہ ترین واقعہ یہ ہے کہ مدارس کے سروے جیسے انتہائی فضول اور مسلمانوں کو ہراساں کرنے والے فیصلے کی اس شخص نے پر زور حمایت کی، جس کے ردعمل میں اس کی چوطرفہ مذمت ہوئی۔ ہندوستان کی انتہائی مؤقر تنظیم مسلم پرسنل لاء بورڈ کے سیکرٹری حضرت مولانا محمد عمرین محفوظ صاحب رحمانی نے بھی مہذب انداز میں اس کے نظریہ کی تردید کی۔ جس کے جواب میں اس شخص نے حضرت مولانا عمرین صاحب کے خلاف بھی ایک ویڈیو جاری کردیا۔ جس میں اس نے اپنے مخصوص انداز یعنی انتہائی بدتمیزی اور جاہلانہ انداز میں مولانا سمیت دیگر اکابر علماء کرام پر بہتان تراشی اور ان کی شان میں سخت گستاخی کی۔</p>
<p dir=""rtl"">اب چونکہ پانی سر سے اونچا ہوگیا تھا، اور پونہ بالخصوص کونڈوہ علاقے کے علماء اور سنجیدہ عوام کی نیک نامی پر حرف آرہا تھا کہ یہاں جید، فکرمند اور فعال علماء اور دیندار و سنجیدہ عوام کے درمیان ایک بددماغ مسلسل کس طرح اکابر علماء کرام کی عزتوں سے کھیل رہا ہے؟ لہٰذا یہاں کے چند علماء اور عمائدین شہر نے اس مرتبہ ایک مضبوط منصوبہ بندی اور مشورہ کے تحت اکبر ہاشمی کا گھیراؤ کیا۔ اور اسے اس بات پر آمادہ کیا گیا کہ وہ مدارس کے سروے پر دئیے گئے اپنے بیان سے رجوع کرے اور مولانا عمرین صاحب سے معافی مانگے۔ لہٰذا اس نے ایک مرتبہ پھر رجوع کا ڈرامہ کیا ہے۔ جسے مولانا عمرین صاحب نے اپنی سادگی کی وجہ سے قبول کرکے اسے معاف بھی کردیا۔ لیکن ہمیں اس کا یہ رجوع ناٹک ہی لگا ہے۔ اور ہم اسے ڈرامہ اس لیے کہہ رہے ہیں کہ اس نے خود سے اپنی غلطی کا احساس کرکے رجوع نہیں کیا ہے بلکہ جب اس نے دیکھ لیا کہ اس کے خلاف پونہ کے اکابر علماء، عمائدینِ شہر اور سنجیدہ عوام متحد ہوگئے ہیں اور جارحانہ رُخ اختیار کرچکے ہیں تب اس نے رجوع کیا ہے اور معافی مانگی ہے، ورنہ معافی نامہ کی خواندگی کی پُر امن شوٹنگ کے behind the scenes کیا کیا ہوا ہے ہم اچھی طرح جانتے ہیں، یہی وجہ ہے کہ ہمیں اب بھی اس ابن الوقت، بدتمیز، بدزبان، دروغ گو اور فحش گو پر اعتماد نہیں ہے۔ کیونکہ مستقل اس کی ان حرکتوں کو دیکھ کر یہ بات واضح ہوچکی ہے کہ بدتمیزی، بدزبانی اور دروغ گوئی اس کی طبیعت بن چکی ہے۔ اور طبیعت کے بارے میں کہا گیا ہے کہ جبل گردد جبلت نہ گردد یعنی پہاڑ اپنی جگہ سے ہٹ سکتا ہے لیکن طبیعت تبدیل نہیں ہوسکتی۔ یا پھر ان دو باتوں میں سے ایک بات ضرور ہے کہ یہ شخص یا تو باطل کا آلہ کار ہے یا پھر اس کا ذہنی توازن ٹھیک نہیں ہے۔ ہر دو صورت میں عوام کو اس کے بیانات سننے سے بچنا چاہیے اور اس کے چینل کو بند کرنے کی کوشش کرنا چاہیے کہ یہی اس کا حل سمجھ میں آتا ہے۔</p>
<p dir=""rtl"">اخیر میں پونہ کے ان علماء کرام بالخصوص مفتی شاہد صاحب اور ان کے رفقاء، عمائدین شہر اور سنجیدہ عوام کے شکر گزار ہیں کہ انہوں نے اس فتنہ کی سرکوبی کے لیے مؤثر عملی اقدام کیا۔ اللہ تعالٰی انہیں بہترین بدلہ عطا فرمائے۔ اور ہم ان سے امید کرتے ہیں کہ اگر خدانخواستہ آئندہ اس کی طرف سے ایسی کوئی حرکت ہوتی ہے تو آپ حضرات اپنے مشورہ اور اعلان کے مطابق اس کے آفس کو کونڈوہ بلکہ پونہ سے بھی بند کروا دیں گے۔ ان شاءاللہ </p>
<p dir=""rtl"">اللہ تعالیٰ ہم سب کو حق کہنے، حق سننے، اور حق تسلیم کرنے کی توفیق عطا فرمائے۔ آمین <br/>
</p>
<div style=""clear: both;""></div>
</div>
<div class=""post-footer"">
<div class=""post-footer-line post-footer-line-1"">
<span class=""post-author vcard"">
</span>
<span class=""post-timestamp"">
-
<meta content=""https://www.usmanidarulifta.in/2022/09/blog-post_18.html"" itemprop=""url""/>
<a class=""timestamp-link"" href=""https://www.usmanidarulifta.in/2022/09/blog-post_18.html"" rel=""bookmark"" title=""permanent link""><abbr class=""published"" itemprop=""datePublished"" title=""2022-09-18T11:44:00+05:30"">ستمبر 18, 2022</abbr></a>
</span>
<span class=""post-comment-link"">
<a class=""comment-link"" href=""https://www.usmanidarulifta.in/2022/09/blog-post_18.html#comment-form"" onclick="""">
7 تبصرے:
  </a>
</span>
<span class=""post-icons"">
</span>
<div class=""post-share-buttons goog-inline-block"">
</div>
</div>
<div class=""post-footer-line post-footer-line-2"">
<span class=""post-labels"">
Labels:
<a href=""https://www.usmanidarulifta.in/search/label/%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86%20%D9%88%20%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA"" rel=""tag"">مضامین و مقالات</a>
</span>
</div>
<div class=""post-footer-line post-footer-line-3"">
<span class=""post-location"">
</span>
</div>
</div>
</div>
</div>
</div></div>",usmanidarulifta.in
https://www.usmanidarulifta.in/2022/09/blog-post_15.html,مالیگاؤں میں کتنی لڑکیاں معاذ اللہ مرتد ہوئیں؟,,,جمعرات، 15 ستمبر، 2022,"<div class=""date-outer"">
<h2 class=""date-header""><span>جمعرات، 15 ستمبر، 2022</span></h2>
<div class=""date-posts"">
<div class=""post-outer"">
<div class=""post hentry uncustomized-post-template"" itemprop=""blogPost"" itemscope=""itemscope"" itemtype=""http://schema.org/BlogPosting"">
<meta content=""6140543398167395599"" itemprop=""blogId""/>
<meta content=""3924326790085533898"" itemprop=""postId""/>
<a name=""3924326790085533898""></a>
<h3 class=""post-title entry-title"" itemprop=""name"">
<a href=""https://www.usmanidarulifta.in/2022/09/blog-post_15.html"">مالیگاؤں میں کتنی لڑکیاں معاذ اللہ مرتد ہوئیں؟</a>
</h3>
<div class=""post-header"">
<div class=""post-header-line-1""></div>
</div>
<div class=""post-body entry-content"" id=""post-body-3924326790085533898"" itemprop=""articleBody"">
<p dir=""rtl""></p>
<p dir=""rtl"">✍️ مفتی محمد عامر عثمانی ملی </p>
<p dir=""rtl"">قارئین کرام! ایک مضمون سوشل میڈیا پر کافی وائرل ہے جس کا عنوان ہے روزآنہ دو۔ اس تحریر میں مضمون نگار نے مولانا عمرین صاحب کی ایک میٹنگ جو انصار جماعت خانہ میں کئی سال پہلے ہوئی تھی جس کی خبر کسی نے ابھی وائرل کردی ہے اس کا حوالہ دے کر یہ لکھا ہے کہ مالیگاؤں تعلقہ میں 87 لڑکیوں نے غیرمسلموں سے شادی کرلی ہے۔ اس خبر کو انہوں نے تازہ سمجھ لیا ہے۔ اور انہوں نے معلوم نہیں کہاں سے یہ بات بھی لکھ دی ہے کہ چند دنوں میں مالیگاؤں کی 19 لڑکیوں نے مقامی کورٹ میں غیرمسلموں کے ساتھ نکاح کرنے اور مذہب تبدیل کرنے کی عرضی بھی دی ہے۔</p>
<p dir=""rtl"">بندے نے جیسے ہی یہ مختصر سا مضمون ایک گروپ میں پڑھا تو فوراً اس کی تردید کی۔ اور لکھا کہ مضمون نگار کو بڑی غلط فہمی ہوئی ہے۔ پھر مضمون نگار سے فون پر بھی بات بھی کی تو انہوں نے کہا تھا کہ اس کی وضاحت کردیں گے۔ لیکن اب تک کوئی وضاحت آئی نہیں ہے۔ جبکہ ان کا مضمون دوسرے شہروں کے گروپ میں بھی گردش کررہا ہے جس سے شہر کی نیک نامی پر بڑا حرف آرہا ہے۔ یہی وجہ ہے کہ شہر اور بیرون شہر کے متعدد افراد نے بندے سے اس کی تحقیق بھی طلب کی ہے جس کی وضاحت کے لیے یہ مضمون لکھا جارہا ہے تاکہ اس غلط فہمی کا ازالہ ہو اور صحیح بات لوگوں کے سامنے آجائے۔</p>
<p dir=""rtl"">مالیگاؤں تعلقہ کی 87 لڑکیوں کے غیرمسلموں کے ساتھ شادی والی خبر 2016/2017 کی ہے۔ اور وہ بھی صرف مالیگاؤں تعلقہ کی بات نہیں ہے۔ مالیگاؤں کے تعلقہ کے علاوہ دیگر تعلقوں کو بلکہ اطراف کے دیگر اضلاع کو ملاکر یہ تعداد بنی ہے۔ لہٰذا اسے صرف مالیگاؤں تعلقہ سے جوڑنا بالکل غلط ہے۔ اسی طرح مالیگاؤں میں چند دنوں میں 19 لڑکیوں کے غیرمسلموں کے ساتھ شادی اور مذہب تبدیل کرنے والی خبر بالکل بے بنیاد ہے۔ مقامی کورٹ میں ایسی کوئی عرضی نہیں دی گئی ہے۔ اس کی تحقیق وکلاء اور اس شعبہ میں معلومات رکھنے والے افراد سے کی جاسکتی ہے۔ ان دنوں مقامی کورٹ میں شادی کی دو عرضیاں دی گئی ہیں وہ بھی غیرمسلموں کی ہیں جسے متعلقہ ویب سائٹ پر دیکھا جا سکتا ہے۔ </p>
<p dir=""rtl"">معزز قارئین! شہر عزیز مالیگاؤں جیسا بھی ہے لیکن یہاں حالات اس حد تک خراب نہیں ہوئے ہیں کہ یہاں کی بچیاں روزآنہ دو کی تعداد میں معاذ اللہ غیرمسلموں کے ساتھ نکاح کرکے ان کا مذہب بھی قبول کرلیں۔</p>
<p dir=""rtl"">مسلم بچیوں کا غیرمسلموں سے نکاح کرکے ان کا مذہب قبول کرلینا یہ انتہائی سنگین اور حساس معاملہ ہے۔ اس سلسلے میں کسی بھی طرح کی خبروں کو بہت تحقیق کے بعد شیئر کرنا چاہیے، کیونکہ اس طرح کی خبروں سے خود ہمارے درمیان احساس کمتری اور کم ہمتی پیدا ہوگی اور غیروں کو حوصلہ ملے گا۔ ویسے بھی شریعت کا ضابطہ ہے کہ کسی بھی خبر کو بغیر تحقیق کے آگے نہیں بڑھانا چاہیے، سنی سنائی باتوں کو بغیر تحقیق کے آگے بڑھا دینے والے کے بارے میں کہا گیا ہے کہ ایسا شخص جھوٹا ہے۔ </p>
<p dir=""rtl"">اللہ تعالیٰ ہم سب کے ایمان کی حفاظت فرمائے اور ہم کو کماحقہ اپنی ذمہ داریوں کو ادا کرنے کی توفیق عطا فرمائے۔ آمین <br/>
</p>
<div style=""clear: both;""></div>
</div>
<div class=""post-footer"">
<div class=""post-footer-line post-footer-line-1"">
<span class=""post-author vcard"">
</span>
<span class=""post-timestamp"">
-
<meta content=""https://www.usmanidarulifta.in/2022/09/blog-post_15.html"" itemprop=""url""/>
<a class=""timestamp-link"" href=""https://www.usmanidarulifta.in/2022/09/blog-post_15.html"" rel=""bookmark"" title=""permanent link""><abbr class=""published"" itemprop=""datePublished"" title=""2022-09-15T19:36:00+05:30"">ستمبر 15, 2022</abbr></a>
</span>
<span class=""post-comment-link"">
<a class=""comment-link"" href=""https://www.usmanidarulifta.in/2022/09/blog-post_15.html#comment-form"" onclick="""">
2 تبصرے:
  </a>
</span>
<span class=""post-icons"">
</span>
<div class=""post-share-buttons goog-inline-block"">
</div>
</div>
<div class=""post-footer-line post-footer-line-2"">
<span class=""post-labels"">
Labels:
<a href=""https://www.usmanidarulifta.in/search/label/%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86%20%D9%88%20%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA"" rel=""tag"">مضامین و مقالات</a>
</span>
</div>
<div class=""post-footer-line post-footer-line-3"">
<span class=""post-location"">
</span>
</div>
</div>
</div>
</div>
</div></div>",usmanidarulifta.in
https://www.usmanidarulifta.in/2022/06/blog-post_25.html,اتی کرمن مخالف کارروائی,,,ہفتہ، 25 جون، 2022,"<div class=""date-outer"">
<h2 class=""date-header""><span>ہفتہ، 25 جون، 2022</span></h2>
<div class=""date-posts"">
<div class=""post-outer"">
<div class=""post hentry uncustomized-post-template"" itemprop=""blogPost"" itemscope=""itemscope"" itemtype=""http://schema.org/BlogPosting"">
<meta content=""6140543398167395599"" itemprop=""blogId""/>
<meta content=""7170929057872262199"" itemprop=""postId""/>
<a name=""7170929057872262199""></a>
<h3 class=""post-title entry-title"" itemprop=""name"">
<a href=""https://www.usmanidarulifta.in/2022/06/blog-post_25.html"">اتی کرمن مخالف کارروائی</a>
</h3>
<div class=""post-header"">
<div class=""post-header-line-1""></div>
</div>
<div class=""post-body entry-content"" id=""post-body-7170929057872262199"" itemprop=""articleBody"">
<p dir=""rtl""><b>متاثرین اور انتظامیہ سے چند گذارشات</b></p><p dir=""rtl""><br/></p><p dir=""rtl"">✍️ مفتی محمد عامرعثمانی ملی</p><p dir=""rtl"">   (امام و خطیب مسجد کوہ نور)</p><p dir=""rtl""><br/></p><p dir=""rtl"">قارئین کرام! ہر سال کی طرح امسال  شہر میں اتی کرمن ہٹاؤ مہم شدت کے ساتھ جاری کردی گئی ہے۔ چنانچہ اسے دیکھتے ہوئے کچھ سنجیدہ، فکرانگیز اور مفید باتیں اتی کرمن کرنے والوں اور انتظامیہ سے اس مضمون کے توسط سے کرنا چاہتے ہیں، اور دعا کرتے ہیں کہ شاید کسی دل میں اتر جائے ہماری بات۔</p><p dir=""rtl""><br/></p><p dir=""rtl"">محترم قارئین! متاثرین یعنی جن لوگوں نے سڑکوں پر اتی کرمن کر رکھا ہے ان تمام افراد سے مؤدبانہ مخلصانہ اور عاجزانہ درخواست ہے کہ آپ اس حقیقت کو بہرحال تسلیم کرلیں کہ اتی کرمن اور سڑکوں پر قبضہ کرلینا شرعاً ناجائز اور گناہ کی بات ہے۔ اور اگر اس سے راستہ چلنے والوں کو تکلیف ہورہی ہے تو اس پر دوسروں کو تکلیف پہنچانے کا گناہ الگ ہوگا۔ یعنی یہ کوئی معمولی بات نہیں ہے بلکہ اس عمل پر احادیث مبارکہ میں سخت وعیدیں وارد ہوئی ہیں جن میں سے چند احادیث ملاحظہ فرمائیں۔</p><p dir=""rtl""><br/></p><p dir=""rtl"">حضرت ابوہریرہ ؓ سے روایت ہے کہ رسول کریم صلی اللہ علیہ و سلم نے ارشاد فرمایا مسلمان وہ شخص ہے کہ جس کی زبان اور ہاتھ (کی ایذاء) سے مسلمان محفوظ رہیں اور مومن وہ ہے کہ جس سے لوگ اپنے جان و مال کا اطمینان رکھیں۔ (سنن نسائی)</p><p dir=""rtl""><br/></p><p dir=""rtl"">ایک مرتبہ رسول اللہ صلی اللہ علیہ وسلم منبر پر تشریف لائے اور فرمایا : اے لوگو! جو محض زبان سے ایمان لائے اور یہ ایمان دل تک نہیں پہنچا، مسلمانوں کو تکلیف مت دو ،جو اپنے بھائی کی عزت کے درپے ہوگا تو اللہ اس کے درپے ہوگا اور اسے ذلیل کردے گا، خواہ وہ محفوظ جگہ چھپا ہوا ہو۔ (جامع المسانید والمراسیل، رقم: ۶۹۳۷۲)</p><p dir=""rtl""><br/></p><p dir=""rtl"">نبی کریم صلی اللہ علیہ وسلم نے فرمایا دو لعنت کرنے والوں (یعنی اپنے لیے لعنت کا سبب بننے والے دوکاموں) سے بچو، صحابہ نے دریافت کیا یہ دونوں کام کون سے ہیں؟ آپ صلی اللہ علیہ وسلم نے فرمایا : جو راستہ یا وہاں موجود سایہ میں ضرورت سے فارغ ہوتے ہیں۔ (مسلم)</p><p dir=""rtl""><br/></p><p dir=""rtl"">حضرت سہل بن معاذ نے اپنے والد کے حوالے سے بیان کیا کہ ایک غزوہ میں ہم رسول اللہ  صلی اللہ علیہ وسلم کے ساتھ تھے، راستہ میں ایک جگہ پڑاؤ کیا تو لوگوں نے خیمے لگانے میں راستہ کی جگہ تنگ کردی، اور عام گذر گاہ کو بھی نہ چھوڑا، اللہ کے رسول کو اس صورتحال کا پتہ چلا تو آپ  صلی اللہ علیہ وسلم نے ایک اعلان کرنے والا بھیجا، جس نے اعلان کیا کہ جو شخص خیمہ لگانے میں تنگی کرے یا راستہ میں خیمہ لگائے تو اس کا جہاد (قبول) نہیں ہے۔ (ابوداؤد)</p><p dir=""rtl""><br/></p><p dir=""rtl"">ان احادیث کو ذکر کرنے کا مقصد یہی ہے کہ اس عمل کی سنگینی کو اچھی طرح سمجھ لیا جائے اور اس بات پر بھی غور کیا جائے کہ دوسروں کو تکلیف دے کر اور اللہ تعالیٰ کو ناراض کرکے جو روزی کمائی جائے گی اس میں برکت کہاں سے ہوگی؟ اور یہ بات قسم کھا کر کہی جاسکتی ہے کہ جتنا آپ حضرات اتی کرمن کرکے کماتے ہیں اگر اتی کرمن نہ کرتے ہوئے صرف اپنی اصل اور خاصگی جگہ پر تجارت اور کاروبار کریں تب بھی آپ کو ان شاءاللہ اتنی روزی مل کر رہے گی اور اگر خدانخواستہ شروعات میں منجانب اللہ آزمائش کی وجہ سے کچھ کمی بھی ہوئی تو ان شاء اللہ اس میں ضرور ایسی برکت ہوگی کہ آپ کی ضروریات پوری ہوجائیں گی، بس اللہ تعالیٰ کی ذات پر یقین اور توکل رکھنے کی ضرورت ہے۔ اس سال پھر اتی کرمن مخالف دستہ کی طرف سے آپ کی محنت کی کمائی سے غلط جگہ یعنی اتی کرمن پر بنائے ہوئے اوٹے، کھوکھے، زینے، آگے نکالے ہوئے پترے توڑے جائیں گے، آپ کا مال بڑی مقدار میں ضائع ہوگا۔ چنانچہ اس پر ہماری آپ سے عاجزانہ اور مخلصانہ درخواست ہے کہ اللہ تعالیٰ نے آپ کو توبہ اور تلافی کا ایک اور موقع دیا ہے۔ لہٰذا اب اللہ کے لیے باز آجائیں اتی کرمن کرکے دوسروں کو تکلیف دے کر اپنی آخرت برباد کرنے کے ساتھ ساتھ خود اپنی حلال روزی کو بے برکت کرنے کا سبب نہ بنیں۔ اللہ تعالیٰ آپ کا حامی وناصر ہو۔</p><p dir=""rtl""><br/></p><p dir=""rtl"">انتظامیہ سے یہ درخواست ہے کہ وہ صرف توڑ پھوڑ میں دلچسپی نہ لے۔ بلکہ مستقبل میں اس طرح کا اتی کرمن نہ ہو اس کے لیے کوئی ٹھوس منصوبہ بندی کی جائے۔ اس مہم کے بعد بھی مستقل ناجائز قبضہ جات پر نظر رکھی جائے۔ جن سڑکوں پر گٹریں نہیں ہیں وہاں فوری طور پر گٹریں بنوائی جائیں، گٹریں نہ ہونے کی وجہ سے سڑکیں بہت جلد خراب ہوجاتی ہیں، سڑکوں کو مکمل تعمیر کیا جائے، سڑکوں کی دونوں جانب تین تا پانچ فٹ چھوڑ کر سڑکیں تعمیر کی جاتی ہیں تو اس کا سیدھا مطلب یہی لیا جاتا ہے کہ سڑک یہیں تک ہے۔ لہٰذا بقیہ جگہ اتی کرمن کی نذر ہوجاتی ہے۔ سڑکیں چوڑی ہوں تو بجلی کے کھمبوں کو سڑک کے بالکل درمیان میں لگایا جائے یا پھر بالکل کنارے پر لگایا جائے، کھمبوں کو سڑک کے بالکل کنارے نہ لگاتے ہوئے کچھ آگے لگانے کی صورت میں یہ کھمبے بھی اتی کرمن میں معاون بنتے ہیں اور کھمبوں تک اتی کرمن کرنے کو اپنا حق سمجھا جاتا ہے۔ لہٰذا ان تمام باتوں پر توجہ دے کر اس پر عمل کیا جائے تب ہی اتی کرمن مخالف مہم کامیاب اور فائدہ مند ہوسکتی ہے، ورنہ ہر سال کی طرح اس سال بھی یہ مہم چار دن کی چاندنی پھر اندھیری رات ثابت ہوگی۔</p><p dir=""rtl""><br/></p><p dir=""rtl"">اللہ تعالیٰ ہم سب کو دوسروں کو تکلیف پہنچانے والے عمل سے بچنے کی توفیق عطا فرمائے اور ہم سب کو ایک دوسرے کے حق میں مفید بنائے اور ہمارے شہر کو اتی کرمن کی وبا سے پاک فرمائے۔ آمین</p><p dir=""rtl""><br/></p><p dir=""rtl""><br/></p>
<div style=""clear: both;""></div>
</div>
<div class=""post-footer"">
<div class=""post-footer-line post-footer-line-1"">
<span class=""post-author vcard"">
</span>
<span class=""post-timestamp"">
-
<meta content=""https://www.usmanidarulifta.in/2022/06/blog-post_25.html"" itemprop=""url""/>
<a class=""timestamp-link"" href=""https://www.usmanidarulifta.in/2022/06/blog-post_25.html"" rel=""bookmark"" title=""permanent link""><abbr class=""published"" itemprop=""datePublished"" title=""2022-06-25T20:36:00+05:30"">جون 25, 2022</abbr></a>
</span>
<span class=""post-comment-link"">
<a class=""comment-link"" href=""https://www.usmanidarulifta.in/2022/06/blog-post_25.html#comment-form"" onclick="""">
6 تبصرے:
  </a>
</span>
<span class=""post-icons"">
</span>
<div class=""post-share-buttons goog-inline-block"">
</div>
</div>
<div class=""post-footer-line post-footer-line-2"">
<span class=""post-labels"">
Labels:
<a href=""https://www.usmanidarulifta.in/search/label/%D9%85%D8%B6%D8%A7%D9%85%DB%8C%D9%86%20%D9%88%20%D9%85%D9%82%D8%A7%D9%84%D8%A7%D8%AA"" rel=""tag"">مضامین و مقالات</a>
</span>
</div>
<div class=""post-footer-line post-footer-line-3"">
<span class=""post-location"">
</span>
</div>
</div>
</div>
</div>
</div></div>",usmanidarulifta.in
