link,title,question_html,answer_html,fatwa_number,issued_at,category_lvl_1,category_lvl_2,html_container,dar_ul_ifta
https://darultaqwa.org/raqam-hasool-karnay-ke-liye-kisi-ko-namzad-karna-bima-ki-raqam-ki-taqseem/,رقم وصول کرنے کے لیے کسی کو نامزد کرنا، بیمہ کی رقم کی تقسیم,<p>ایک آدمی نے 70000 کا بیمہ 2002 میں کرایا تھا، اور اس میں نامزد اپنی بہن کو بنایا تھا، ان کا انتقال 2011ء میں ہو گیا ہے،</p><p>بیمہ کی رقم کے بارے میں انہوں نے نہ تو اپنی بہن کو بتایا اور نہ ہی اپنی بیوی کو، اب بیوی چاہتی ہے کہ یہ رقم اس کو ملے، کیونکہ یہ ان کے شوہر کی رقم ہے اور بہن کا کہنا ہے کہ چونکہ وہ نامزد ہے، اس لیے رقم اس کی ہے۔ از روئے شریعت رقم پر کس کا حق ہے؟ ان صاحب کے ورثاء میں دو بیٹیاں اور ایک بیٹا ہے، والدین کا نتقال ہو گیا ہے، اور سات بھائی اور دو بہنیں ہیں۔</p>,<p>نامزدگی کا یہ مطلب نہیں ہوتا کہ نامزد شخص کو رقم پر ملکیت حاصل ہو گئی، بلکہ نامزدگی سے مراد یہ ہوتی ہے کہ نامزد شخص ذمہ دار ہے، کل رقم اس کو دی جائے، پھر وہ شخص شریعت کے حکم کے مطابق وارثوں میں تقسیم کر دے۔</p><p>بیمہ والے شخص نے جتنی رقم اپنی زندگی میں جمع کرائی تھی، صرف اتنی رقم وارثوں میں تقسیم کی جائے اور باقی رقم سود ہے اس لیے وہ فقراء میں تقسیم کی جائے۔</p><p>وارثوں میں بٹیا، بیٹیاں اور بیوہ شامل ہے، بہن وارثوں میں شامل نہیں ہے۔ فقط و اللہ تعالیٰ اعلم</p>, 6-114, 09 جون 2024,مالی معاملات,منتقل شدہ فی مالی معاملات,"<div class=""blog-detail"">
<div class=""blog-detail-inf brd-rd5"">
<div class=""blog-detail-inf-inr"">
<ul class=""pst-mta"">
<li>
<b>فتوی نمبر: </b>6-114<i aria-hidden=""true"" class=""theme-clr fa fa-calendar-check-o""></i> </li>
<li>
<b>تاریخ: </b>09 جون 2024													<i aria-hidden=""true"" class=""theme-clr fa fa-calendar-check-o""></i>
</li>
<li>
<b>عنوانات: </b><a class=""brd-rd5 topic-sm"" href=""https://darultaqwa.org/maali-mamlaat/"" itemprop=""url"">مالی معاملات</a> &gt; <a class=""brd-rd5 topic-sm"" href=""https://darultaqwa.org/maali-mamlaat/%d9%85%d9%86%d8%aa%d9%82%d9%84-%d8%b4%d8%af%db%81-%d9%81%db%8c-%d9%85%d8%a7%d9%84%db%8c-%d9%85%d8%b9%d8%a7%d9%85%d9%84%d8%a7%d8%aa/"" itemprop=""url"">منتقل شدہ فی مالی معاملات</a> <i aria-hidden=""true"" class=""fa fa-folder-open-o theme-clr""></i>
</li>
</ul>
</div>
</div>
<div class=""blog-detail-desc event-detail-desc"">
<h3 class=""fatwa-qa"">استفتاء</h3>
<p>ایک آدمی نے 70000 کا بیمہ 2002 میں کرایا تھا، اور اس میں نامزد اپنی بہن کو بنایا تھا، ان کا انتقال 2011ء میں ہو گیا ہے،</p>
<p>بیمہ کی رقم کے بارے میں انہوں نے نہ تو اپنی بہن کو بتایا اور نہ ہی اپنی بیوی کو، اب بیوی چاہتی ہے کہ یہ رقم اس کو ملے، کیونکہ یہ ان کے شوہر کی رقم ہے اور بہن کا کہنا ہے کہ چونکہ وہ نامزد ہے، اس لیے رقم اس کی ہے۔ از روئے شریعت رقم پر کس کا حق ہے؟ ان صاحب کے ورثاء میں دو بیٹیاں اور ایک بیٹا ہے، والدین کا نتقال ہو گیا ہے، اور سات بھائی اور دو بہنیں ہیں۔</p>
<h3 class=""fatwa-ans"">الجواب :بسم اللہ حامداًومصلیاً</h3>
<p>نامزدگی کا یہ مطلب نہیں ہوتا کہ نامزد شخص کو رقم پر ملکیت حاصل ہو گئی، بلکہ نامزدگی سے مراد یہ ہوتی ہے کہ نامزد شخص ذمہ دار ہے، کل رقم اس کو دی جائے، پھر وہ شخص شریعت کے حکم کے مطابق وارثوں میں تقسیم کر دے۔</p>
<p>بیمہ والے شخص نے جتنی رقم اپنی زندگی میں جمع کرائی تھی، صرف اتنی رقم وارثوں میں تقسیم کی جائے اور باقی رقم سود ہے اس لیے وہ فقراء میں تقسیم کی جائے۔</p>
<p>وارثوں میں بٹیا، بیٹیاں اور بیوہ شامل ہے، بہن وارثوں میں شامل نہیں ہے۔ فقط و اللہ تعالیٰ اعلم</p>
<div class=""pst-shr-tgs"">
<div class=""scl1 float-left"">
<span>Share This: </span>
<a data-placement=""top"" data-toggle=""tooltip"" href=""https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fdarultaqwa.org%2Fraqam-hasool-karnay-ke-liye-kisi-ko-namzad-karna-bima-ki-raqam-ki-taqseem%2F"" itemprop=""url"" target=""_blank"" title=""Facebook""><i class=""fa fa-facebook""></i></a><a data-placement=""top"" data-toggle=""tooltip"" href=""https://twitter.com/intent/tweet?text=رقم%20وصول%20کرنے%20کے%20لیے%20کسی%20کو%20نامزد%20کرنا،%20بیمہ%20کی%20رقم%20کی%20تقسیم&amp;url=https%3A%2F%2Fdarultaqwa.org%2Fraqam-hasool-karnay-ke-liye-kisi-ko-namzad-karna-bima-ki-raqam-ki-taqseem%2F"" itemprop=""url"" target=""_blank"" title=""Twitter""><i class=""fa fa-twitter""></i></a><a data-placement=""top"" data-toggle=""tooltip"" href=""https://plus.google.com/share?url=https%3A%2F%2Fdarultaqwa.org%2Fraqam-hasool-karnay-ke-liye-kisi-ko-namzad-karna-bima-ki-raqam-ki-taqseem%2F"" itemprop=""url"" target=""_blank"" title=""Google Plus""><i class=""fa fa-google-plus""></i></a><a data-placement=""top"" data-toggle=""tooltip"" href=""http://www.linkedin.com/shareArticle?mini=true&amp;url=https%3A%2F%2Fdarultaqwa.org%2Fraqam-hasool-karnay-ke-liye-kisi-ko-namzad-karna-bima-ki-raqam-ki-taqseem%2F"" itemprop=""url"" target=""_blank"" title=""Linkedin""><i class=""fa fa-linkedin""></i></a> </div>
</div>
</div>
</div>",darultaqwa.org
