link,title,question_html,answer_html,issued_at,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2,category_lvl_3,html_container
https://www.banuri.edu.pk/readquestion/قراءۃ-نام-رکھنا-2/05-05-2018,قراءۃ نام رکھنا,"<p><p>""قراءۃ "" نام رکھنا کیسا ہے؟</p></p>","<p><p>""قراءۃ "" کا  ایک معنی پڑھنا، اور دوسرا معنی ""وبا"" کے ہیں۔ یہ  نام رکھنا مناسب نہیں ۔فقط واللہ اعلم</p></p><hr class=""big-hr""/>",05-05-2018,143908200321,banuri.edu.pk,حقوق و آدابِ معاشرت,حقوق,اولاد کے حقوق,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>""قراءۃ "" نام رکھنا کیسا ہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>""قراءۃ "" کا  ایک معنی پڑھنا، اور دوسرا معنی ""وبا"" کے ہیں۔ یہ  نام رکھنا مناسب نہیں ۔فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200321</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/huqooq-muashret""><i class=""icon-docs-bold""></i> حقوق و آدابِ معاشرت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/bahmi-huqooq""><i class=""icon-docs-bold""></i> حقوق</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/olad-ky-hoqoq""><i class=""icon-docs-bold""></i> اولاد کے حقوق</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/سگریٹ-پینے-سے-روزہ-ٹوٹ-جائےگا-2/05-05-2018,سگریٹ پینے سے روزہ ٹوٹ جائےگا,<p><p> کیا سگریٹ پینے سے روزہ ٹوٹ جائے گا؟</p></p>,"<p><p>جی سگریٹ پینے سے روزہ ٹوٹ جائےگا۔فقط واللہ اعلم</p></p><hr class=""big-hr""/>",05-05-2018,143908200279,banuri.edu.pk,حظر و اباحت,ماکولات / مشروبات,کھانے پینے کی حلال و حرام ، مکروہ و مباح اشیاء,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p> کیا سگریٹ پینے سے روزہ ٹوٹ جائے گا؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>جی سگریٹ پینے سے روزہ ٹوٹ جائےگا۔فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200279</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/mamnooaat-mubahat""><i class=""icon-docs-bold""></i> حظر و اباحت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/makoolat-mashroobat""><i class=""icon-docs-bold""></i> ماکولات / مشروبات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/khanay-penay-ki-halal-o-haram-makroh-o-mubah-ashya""><i class=""icon-docs-bold""></i> کھانے پینے کی حلال و حرام ، مکروہ و مباح اشیاء</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/ایک-لاکھ-روپے-پر-زکاۃ-کی-واجب-مقدار-3/06-05-2018,ایک لاکھ روپے پر زکاۃ کی واجب مقدار,<p><p>ایک لاکھ روپے پر کتنی زکاۃ نکلتی ہے؟</p></p>,"<p><p>ایک لاکھ روپے پر ڈھائی ہزار روپے زکاۃ لازم ہوتی ہے۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/>",06-05-2018,143908200359,banuri.edu.pk,زکات,زکوٰۃ / صدقات,وجوب زکوٰۃ کی تفصیل,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>ایک لاکھ روپے پر کتنی زکاۃ نکلتی ہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>ایک لاکھ روپے پر ڈھائی ہزار روپے زکاۃ لازم ہوتی ہے۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200359</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/zakat""><i class=""icon-docs-bold""></i> زکات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/zakat-sadaqat""><i class=""icon-docs-bold""></i> زکوٰۃ / صدقات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/wujob-e-zakat-ki-tafseel""><i class=""icon-docs-bold""></i> وجوب زکوٰۃ کی تفصیل</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/بیوی-کو-ماں-بہن-کہنے-کا-حکم-2/07-05-2018,بیوی کو ماں بہن کہنے کا حکم,"<p><p>اگرکوئی غصہ سےاپنی بیوی کوکہے کہ ""جاتومیرےلیےماں بہن ہے"" توکون سی طلاق واقع ہوگی؟</p></p>","<p><p>بغیر حرف تشبیہ کے بیوی سے یہ کہنا کہ ""تو میرے لیے ماں بہن ہے""،  اس سے کوئی طلاق واقع نہیں ہوتی اور نہ ظہار ہوتاہے۔البتہ اس طرح کے الفاظ اداکرنافعل شنیع اور مکروہ ہے۔(فتاوی رشیدیہ،کتاب الطلاق،ص:476-فتاوی دارالعلوم دیوبند،9/237،دارالاشاعت)فقط واللہ اعلم</p></p><hr class=""big-hr""/>",07-05-2018,143908200561,banuri.edu.pk,طلاق,وقوع طلاق وعدم وقوع طلاق,طلاق - وقوع اور عدم وقوع,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>اگرکوئی غصہ سےاپنی بیوی کوکہے کہ ""جاتومیرےلیےماں بہن ہے"" توکون سی طلاق واقع ہوگی؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>بغیر حرف تشبیہ کے بیوی سے یہ کہنا کہ ""تو میرے لیے ماں بہن ہے""،  اس سے کوئی طلاق واقع نہیں ہوتی اور نہ ظہار ہوتاہے۔البتہ اس طرح کے الفاظ اداکرنافعل شنیع اور مکروہ ہے۔(فتاوی رشیدیہ،کتاب الطلاق،ص:476-فتاوی دارالعلوم دیوبند،9/237،دارالاشاعت)فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200561</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/talaaq""><i class=""icon-docs-bold""></i> طلاق</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/wuqoo-e-talaq-o-adme-wuqoo-e-talaq""><i class=""icon-docs-bold""></i> وقوع طلاق وعدم وقوع طلاق</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/talaq-wuqo-or-adm-e-wuqo""><i class=""icon-docs-bold""></i> طلاق - وقوع اور عدم وقوع</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/ایک-روایت-کی-تحقیق-4/26-04-2018,ایک روایت کی تحقیق,<p><p>کیا یہ حدیث ہے کہ جس کا اوّل اور آخری کلمہ لاالہ الا اللہ ہو وہ 100 سال بھی زندہ رہے تو اس سے حساب کتاب نہیں ہو گا؟ </p></p>,"<p><p>ان الفاظ کے قریب  قریب ایک روایت امام بیہقی نے ""شعب الایمان"" میں اور ""حاکم"" نے اپنی تاریخ میں درج کی ہے: </p><p>جس کا پہلا کلمہ <span class=""ar_writing"">لا اله الا الله</span>ہو اور آخری کلمہ بھی <span class=""ar_writing"">لا اله الا الله </span> ہو اور وہ ہزار سال زندہ رہے تو اس سے کسی گناہ کے بارے میں نہیں پوچھا جائے گا۔</p><p>لیکن محدثین اس روایت کو موضوع (من گھڑت قرار دیتے ہیں، لہذا اس کو بیان کرنا جائز نہیں،  البتہ دیگر احادیث میں یہ مضمون ملتا ہے کہ بچے کو ابتدا میں کلمہ سکھانا چاہیے، اسی طرح موت کے قریب کلمے کی تلقین (مرنے والے کو کہنے کے بجائے اس کے قریب کلمہ پڑھنا ، تاکہ اس کی زبان پر بھی آخری وقت میں کلمہ آجائے) کرنی چاہیے.اور مرتے وقت <span class=""ar_writing"">لا اله الا الله</span>زبان پر جاری ہونے کی فضیلت ہے۔ فقط واللہ اعلم </p></p><hr class=""big-hr""/>",26-04-2018,143908200040,banuri.edu.pk,علوم و فنون,حدیث و سنت,حدیث کا معنی، مفہوم اور اقسام,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>کیا یہ حدیث ہے کہ جس کا اوّل اور آخری کلمہ لاالہ الا اللہ ہو وہ 100 سال بھی زندہ رہے تو اس سے حساب کتاب نہیں ہو گا؟ </p></p><h4 class=""question_heading"">جواب</h4><p><p>ان الفاظ کے قریب  قریب ایک روایت امام بیہقی نے ""شعب الایمان"" میں اور ""حاکم"" نے اپنی تاریخ میں درج کی ہے: </p><p>جس کا پہلا کلمہ <span class=""ar_writing"">لا اله الا الله</span>ہو اور آخری کلمہ بھی <span class=""ar_writing"">لا اله الا الله </span> ہو اور وہ ہزار سال زندہ رہے تو اس سے کسی گناہ کے بارے میں نہیں پوچھا جائے گا۔</p><p>لیکن محدثین اس روایت کو موضوع (من گھڑت قرار دیتے ہیں، لہذا اس کو بیان کرنا جائز نہیں،  البتہ دیگر احادیث میں یہ مضمون ملتا ہے کہ بچے کو ابتدا میں کلمہ سکھانا چاہیے، اسی طرح موت کے قریب کلمے کی تلقین (مرنے والے کو کہنے کے بجائے اس کے قریب کلمہ پڑھنا ، تاکہ اس کی زبان پر بھی آخری وقت میں کلمہ آجائے) کرنی چاہیے.اور مرتے وقت <span class=""ar_writing"">لا اله الا الله</span>زبان پر جاری ہونے کی فضیلت ہے۔ فقط واللہ اعلم </p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200040</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/uloom-funoon""><i class=""icon-docs-bold""></i> علوم و فنون</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/hadees-sunnat""><i class=""icon-docs-bold""></i> حدیث و سنت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/hadees-ka-mana-mafhom-aur-aqsaam""><i class=""icon-docs-bold""></i> حدیث کا معنی، مفہوم اور اقسام</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/پاک-قطر-فیملی-تکافل-میں-پالیسی-لینے-کا-حکم-2/06-05-2018,پاک قطر فیملی تکافل میں پالیسی لینے کا حکم,,"<hr class=""big-hr""/>",06-05-2018,143908200378,banuri.edu.pk,معاملات,سود / بینکاری / انشورنس / شیئرز,بیمہ زندگی / انشورنس / تکافل,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>""   تکافل اسلامی انشورنس""  میں پایسی لینا کیسا ہے ؟اس بارے میں راہ نمائی فرمائی جائے کہ ""پاک قطر فیملی تکافل"" میں پایسی لینا اور فائدہ حاصل کرنا کیسا ہے؟ مفصل جواب مرحمت فرمائیں!</p></p><h4 class=""question_heading"">جواب</h4><p><p>ہمارے دارالافتاء کی تحقیق کے مطابق انشورنس کی طرح تکافل بھی شرعاً جائز نہیں،خواہ ""پاک قطر فیملی تکافل"" ہو یا کوئی اورہو۔بہرحال تکافل پالیسی لینا جائز نہیں ہے،تفصیلی جواب کےلیےجامعہ کےدارالافتاءسے رجوع فرمائیں۔فقط واللہ اعلم </p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200378</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/muamlat""><i class=""icon-docs-bold""></i> معاملات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/sood-bankari-insurance-shares""><i class=""icon-docs-bold""></i> سود / بینکاری / انشورنس / شیئرز</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/bima-zindagi-insurance-takaful""><i class=""icon-docs-bold""></i> بیمہ زندگی / انشورنس / تکافل</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/غیر-مسلم-فقیر-کی-مدد-کرنا-2/07-05-2018,غیر مسلم  فقیر کی مدد کرنا,"<p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">    کیا غیر مسلم کی مدد کرسکتے ہیں ؟ مثلاً: کسی غیر مسلم فقیر کو پیسے دے سکتے ہیں؟</p></p>","<p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span style=""color:#000;"">غیر مسلم اگر ضرورت مند ہو تو اس کو زکاۃ  دینا تو جائز نہیں ہے، البتہ  نفلی صدقات وغیرہ   سے ان کی مدد کرنا  جائز ہے۔</span></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span style=""color:#000;""><span class=""ar_writing""><span style=""color:#000;"">عن إبراهیم بن مهاجر قال: سألت إبراهیم عن الصدقة علی غیر أهل الإسلام، فقال: أما الزکاة فلا، وأما إن شاء رجل أن یتصدق فلا بأس۔ (المصنف لابن أبي شیبة / ما قالوا في الصدقة یعطي منها أهل الذمة</span><span style=""color:#000;"">۶</span><span style=""color:#000;"">؍</span><span style=""color:#000;"">۵۱۳</span> <span style=""color:#000;"">رقم:</span><span style=""color:#000;"">۱۰۴۱۰</span><span style=""color:#000;"">)</span></span> فقط واللہ اعلم</span></p></p><hr class=""big-hr""/>",07-05-2018,143908200526,banuri.edu.pk,زکات,زکوٰۃ / صدقات,نفلی صدقات,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">    کیا غیر مسلم کی مدد کرسکتے ہیں ؟ مثلاً: کسی غیر مسلم فقیر کو پیسے دے سکتے ہیں؟</p></p><h4 class=""question_heading"">جواب</h4><p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span style=""color:#000;"">غیر مسلم اگر ضرورت مند ہو تو اس کو زکاۃ  دینا تو جائز نہیں ہے، البتہ  نفلی صدقات وغیرہ   سے ان کی مدد کرنا  جائز ہے۔</span></p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""><span style=""color:#000;""><span class=""ar_writing""><span style=""color:#000;"">عن إبراهیم بن مهاجر قال: سألت إبراهیم عن الصدقة علی غیر أهل الإسلام، فقال: أما الزکاة فلا، وأما إن شاء رجل أن یتصدق فلا بأس۔ (المصنف لابن أبي شیبة / ما قالوا في الصدقة یعطي منها أهل الذمة</span><span style=""color:#000;"">۶</span><span style=""color:#000;"">؍</span><span style=""color:#000;"">۵۱۳</span> <span style=""color:#000;"">رقم:</span><span style=""color:#000;"">۱۰۴۱۰</span><span style=""color:#000;"">)</span></span> فقط واللہ اعلم</span></p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200526</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/zakat""><i class=""icon-docs-bold""></i> زکات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/zakat-sadaqat""><i class=""icon-docs-bold""></i> زکوٰۃ / صدقات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/nafli-sadaqat""><i class=""icon-docs-bold""></i> نفلی صدقات</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/حروف-مدہ-کو-تین-چار-الف-کھینچنے-سے-نماز-کا-حکم-2/05-05-2018,حروف مدہ کو تین ،چار الف کھینچنے سے نماز کا حکم,"<p><p>کیا حروف مدہ کو دو تین چار الف  کھینچنا ""لحن جلی"" ہے؟ اور اس طرح پڑھنےسے نماز فاسد ہو جاتی ہے ؟</p></p>","<p><p>حروف مدہ کو تین چار الف تک کھینچ سکتے ہیں، اس سے نماز فاسد نہیں ہوتی۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/>",05-05-2018,143908200219,banuri.edu.pk,نماز,نماز توڑنے والی چیزیں,نماز توڑنے والی اشیاء,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>کیا حروف مدہ کو دو تین چار الف  کھینچنا ""لحن جلی"" ہے؟ اور اس طرح پڑھنےسے نماز فاسد ہو جاتی ہے ؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>حروف مدہ کو تین چار الف تک کھینچ سکتے ہیں، اس سے نماز فاسد نہیں ہوتی۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200219</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/salat""><i class=""icon-docs-bold""></i> نماز</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/namaz-torney-wali-chezen""><i class=""icon-docs-bold""></i> نماز توڑنے والی چیزیں</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/namaz-tornay-wali-ashya""><i class=""icon-docs-bold""></i> نماز توڑنے والی اشیاء</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/رشوت-کی-کمائی-مسجد-میں-لگانا/05-05-2018,رشوت کی کمائی مسجد میں لگانا,<p><p>ایک شخص کہتا ہے کہ میں اپنے پیسے سے مسجد بنانا چاہتاہوں، لیکن میرا پیسا رشوت کی کمائی کا ہے، کیا میں یہ پیسا مسجد کی تعمیر میں لگاسکتا ہوں یا نہیں؟ </p></p>,"<p><p>حرام  ذرائع آمدنی والے افراد کی رقم مسجد کی تعمیر میں نہیں لگائی جاسکتی۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/>",05-05-2018,143908200223,banuri.edu.pk,نماز,مسجد کے آداب و احکام,مسجد کے آداب و احکام,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>ایک شخص کہتا ہے کہ میں اپنے پیسے سے مسجد بنانا چاہتاہوں، لیکن میرا پیسا رشوت کی کمائی کا ہے، کیا میں یہ پیسا مسجد کی تعمیر میں لگاسکتا ہوں یا نہیں؟ </p></p><h4 class=""question_heading"">جواب</h4><p><p>حرام  ذرائع آمدنی والے افراد کی رقم مسجد کی تعمیر میں نہیں لگائی جاسکتی۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200223</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/salat""><i class=""icon-docs-bold""></i> نماز</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/masjid-k-aadab-o-ahkaam""><i class=""icon-docs-bold""></i> مسجد کے آداب و احکام</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/masjid-k-aadab-o-ahkam""><i class=""icon-docs-bold""></i> مسجد کے آداب و احکام</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/قسطوں-پر-خریداری-کب-جائز-ہوتی-ہے-2/07-05-2018,قسطوں پر خریداری کب جائز ہوتی ہے؟,<p><p> کیا گھر کے لیے  ائرکنڈیشن قسطوں پر لے سکتے ہیں؟ </p></p>,"<p><p>واضح رہے کہ قسطوں پر خریداری کی اجازت دو شرطوں کے ساتھ مشروط ہے:</p><p>١) خریداری کے وقت قیمت متعین کرلی جائے۔ اور  قسط طے کرلی جائے۔ </p><p>٢) قسط کی ادائیگی میں تاخیر کی صورت میں کسی قسم کا اضافہ خریدار  پر لازم نہ کیا جائے۔</p><p>درج بالا شرائط کی رعایت رکھتے ہوئے قسطوں پر اے سی لینا جائز ہے۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/>",07-05-2018,143908200552,banuri.edu.pk,معاملات,بیع / تجارت,نقد اور ادھار خرید و فروخت کے احکام,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p> کیا گھر کے لیے  ائرکنڈیشن قسطوں پر لے سکتے ہیں؟ </p></p><h4 class=""question_heading"">جواب</h4><p><p>واضح رہے کہ قسطوں پر خریداری کی اجازت دو شرطوں کے ساتھ مشروط ہے:</p><p>١) خریداری کے وقت قیمت متعین کرلی جائے۔ اور  قسط طے کرلی جائے۔ </p><p>٢) قسط کی ادائیگی میں تاخیر کی صورت میں کسی قسم کا اضافہ خریدار  پر لازم نہ کیا جائے۔</p><p>درج بالا شرائط کی رعایت رکھتے ہوئے قسطوں پر اے سی لینا جائز ہے۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200552</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/muamlat""><i class=""icon-docs-bold""></i> معاملات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/bay-tijarat""><i class=""icon-docs-bold""></i> بیع / تجارت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/naqd-o-udhar-khareed-o-farokht-k-ahkam""><i class=""icon-docs-bold""></i> نقد اور ادھار خرید و فروخت کے احکام</a></div></div></div>"
