link,title,question_html,answer_html,issued_at,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2,category_lvl_3,html_container
https://www.banuri.edu.pk/readquestion/istinja-se-mutaalik-tafselat/01-01-2010,اسستنجاء سے متعلق تفصیلات,<p>میراسوال یہ ہےکہ کیاہوا خارج کرنےکےبعداستنجا کرنالازمی ہوتاہے؟کن کن چیزوں سے استنجا لازمی ہوجاتاہے؟نیزاستنجے کا سنت طریقہ بتادیں ؟</p>,"<p>شرمگاہ سے کسی ظاہری نجاست کے نکلنے کے بعد استنجا کرنا لازمی ہوتاہےصرف ہوا خارج ہونےسے استنجالازم نہیں ہوتا، استنجاکامسنون طریقہ یہ ہےکہ نجاست کو پہلے کسی ڈھیلےیا ٹیشو پیپرسے طاق عدد میں خشک کرنے کےبعد پانی سے دھولیاجائے۔ فقط واللہ اعلم</p><hr class=""big-hr""/>",01-01-2010,143101200184,banuri.edu.pk,طہارت,نجاست اور اس سے پاکی,استنجاء، آداب و احکام,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p>میراسوال یہ ہےکہ کیاہوا خارج کرنےکےبعداستنجا کرنالازمی ہوتاہے؟کن کن چیزوں سے استنجا لازمی ہوجاتاہے؟نیزاستنجے کا سنت طریقہ بتادیں ؟</p><h4 class=""question_heading"">جواب</h4><p>شرمگاہ سے کسی ظاہری نجاست کے نکلنے کے بعد استنجا کرنا لازمی ہوتاہےصرف ہوا خارج ہونےسے استنجالازم نہیں ہوتا، استنجاکامسنون طریقہ یہ ہےکہ نجاست کو پہلے کسی ڈھیلےیا ٹیشو پیپرسے طاق عدد میں خشک کرنے کےبعد پانی سے دھولیاجائے۔ فقط واللہ اعلم</p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143101200184</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/taharat""><i class=""icon-docs-bold""></i> طہارت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/najasat-aur-us-ki-paki""><i class=""icon-docs-bold""></i> نجاست اور اس سے پاکی</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/istinja-or-us-kay-aadab-o-ahkam""><i class=""icon-docs-bold""></i> استنجاء، آداب و احکام</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/kadiyani-mualij-se-elaj-ka-hukum/01-01-2010,قادیانی معالج سے علاج کا حکم,<p>مسلمان کےلیےقادیانی ڈاکٹرسےعلاج کرنے کاکیاحکم ہے؟</p>,"<p>مسلمان ڈاکٹراورماہرینِ فن جب میسرہیںتوغیرت ایمانی کاتقاضایہ ہےکہ قادیانی ڈاکٹرسےعلاج نہ کروایاجائے،کیونکہ قادیانی اوردیگرکافروں میںبہت فرق ہے دیگرکفارکی بنسبت قادیانیوں سےترکِ تعلقات زیادہ ضروری ہے تاکہ اپنے ایمان اوراس کے کفرکاامتیاز واضح رہے۔ فقط واللہ اعلم</p><hr class=""big-hr""/>",01-01-2010,143101200440,banuri.edu.pk,حظر و اباحت,علاج / معالجہ,علاج معالجہ کے آداب و حدود,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p>مسلمان کےلیےقادیانی ڈاکٹرسےعلاج کرنے کاکیاحکم ہے؟</p><h4 class=""question_heading"">جواب</h4><p>مسلمان ڈاکٹراورماہرینِ فن جب میسرہیںتوغیرت ایمانی کاتقاضایہ ہےکہ قادیانی ڈاکٹرسےعلاج نہ کروایاجائے،کیونکہ قادیانی اوردیگرکافروں میںبہت فرق ہے دیگرکفارکی بنسبت قادیانیوں سےترکِ تعلقات زیادہ ضروری ہے تاکہ اپنے ایمان اوراس کے کفرکاامتیاز واضح رہے۔ فقط واللہ اعلم</p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143101200440</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/mamnooaat-mubahat""><i class=""icon-docs-bold""></i> حظر و اباحت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/ilaj-mualaja""><i class=""icon-docs-bold""></i> علاج / معالجہ</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/ilaj-mualja-k-aadab-o-hudood""><i class=""icon-docs-bold""></i> علاج معالجہ کے آداب و حدود</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/hamla-orat-per-sooraj-or-chand-girhan-ke-asrat/01-01-2010,حاملہ عورت پر سورج اور چاند گرہن کے اثرات,<p>کیا سورج اورچاند گرہن حاملہ عورت اوراس کےبچہ پر اثرانداز ہوتے ہیں؟کہاجاتاہےکہ نومولود کےجسم پرپیدائشی نشان سورج اورچاند گرہن کی وجہ سے ہوتاہے کیا یہ بات درست ہے؟</p>,"<p>سورج اورچاند گرہن اللہ رب العزت کی قدرت کی نشانیوں میں سےایک نشانی ہےجس سےاللہ پاک اپنے بندوں کوتنبیہ فرماتےہیں، باقی انسانی جسم پراس کے کسی قسم کےاثرات کا ظاہرہونامحض وہمی باتیں ہیں جن کی کوئی حقیقت نہیں ہے۔ فقط واللہ اعلم</p><hr class=""big-hr""/>",01-01-2010,143101200185,banuri.edu.pk,حظر و اباحت,تعویذات / عملیات,سحر / جادو کی حقیقت و احکام,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p>کیا سورج اورچاند گرہن حاملہ عورت اوراس کےبچہ پر اثرانداز ہوتے ہیں؟کہاجاتاہےکہ نومولود کےجسم پرپیدائشی نشان سورج اورچاند گرہن کی وجہ سے ہوتاہے کیا یہ بات درست ہے؟</p><h4 class=""question_heading"">جواب</h4><p>سورج اورچاند گرہن اللہ رب العزت کی قدرت کی نشانیوں میں سےایک نشانی ہےجس سےاللہ پاک اپنے بندوں کوتنبیہ فرماتےہیں، باقی انسانی جسم پراس کے کسی قسم کےاثرات کا ظاہرہونامحض وہمی باتیں ہیں جن کی کوئی حقیقت نہیں ہے۔ فقط واللہ اعلم</p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143101200185</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/mamnooaat-mubahat""><i class=""icon-docs-bold""></i> حظر و اباحت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/taweezat-amlyat""><i class=""icon-docs-bold""></i> تعویذات / عملیات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/sehr-jado-ki-haqiqat-o-ahkam""><i class=""icon-docs-bold""></i> سحر / جادو کی حقیقت و احکام</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/islam-men-nakhun-barhane-ka-hukum/01-01-2010,اسلام میں ناخن بڑھانے کا حکم,<p>کیااسلام میں ناخن بڑھانا گناہ ہے؟</p>,"<p>جی ہاں آج کل فیشن کےطورپرجوناخن بڑھائے جاتےہیں وہ گناہ ہے۔ فقط واللہ اعلم</p><hr class=""big-hr""/>",01-01-2010,143101200441,banuri.edu.pk,حقوق و آدابِ معاشرت,لباس / وضع قطع,زیب و زینت کی اشیاء,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p>کیااسلام میں ناخن بڑھانا گناہ ہے؟</p><h4 class=""question_heading"">جواب</h4><p>جی ہاں آج کل فیشن کےطورپرجوناخن بڑھائے جاتےہیں وہ گناہ ہے۔ فقط واللہ اعلم</p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143101200441</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/huqooq-muashret""><i class=""icon-docs-bold""></i> حقوق و آدابِ معاشرت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/libass-waza-qata""><i class=""icon-docs-bold""></i> لباس / وضع قطع</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/zayb-o-zeenat-ki-ashya""><i class=""icon-docs-bold""></i> زیب و زینت کی اشیاء</a></div></div></div>"
