link,title,question_html,answer_html,issued_at,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2,category_lvl_3,html_container
https://www.banuri.edu.pk/readquestion/افنان-نام-رکھنا-2/13-04-2018,افنان نام رکھنا,"<p><p>"" افنان""  نام رکھنا کیسا ہے؟</p></p>","<p><p>""افنان"" فن کی جمع ہے، جس کے اردو میں معنی : فن، کاریگری، شاخ، کسی چیز کی قسم اور کلام کا اسلوب کے آتے ہیں، جیسا کہ""معجم الغنی"" میں ہے:</p><p><span class=""ar_writing"">' فن: جمع افنان، فنون و افانين.</span></p><p><span class=""ar_writing"">هو تعبير الفنان عن اباعه في مجال تخصصه، و الارتقاء به الي نماذج فنية مكتملة البناء و الجمال.'</span></p><p>""معجم الرائد""  میں ہے:</p><p><span class=""ar_writing"">' فن: جمع افنان و فنون، جج افانين</span></p><p><span class=""ar_writing"">١) تعبير الفنان بنتاجه عن مثل الجمال الاكمل.</span></p><p><span class=""ar_writing"">٢) قواعد خاصة بحرفة او عمل.'</span></p><p>"" افنان ""  نام رکھنے کی گنجائش ہے۔فقط و اللہ اعلم</p></p><hr class=""big-hr""/>",13-04-2018,143907200136,banuri.edu.pk,حقوق و آدابِ معاشرت,حقوق,اولاد کے حقوق,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>"" افنان""  نام رکھنا کیسا ہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>""افنان"" فن کی جمع ہے، جس کے اردو میں معنی : فن، کاریگری، شاخ، کسی چیز کی قسم اور کلام کا اسلوب کے آتے ہیں، جیسا کہ""معجم الغنی"" میں ہے:</p><p><span class=""ar_writing"">' فن: جمع افنان، فنون و افانين.</span></p><p><span class=""ar_writing"">هو تعبير الفنان عن اباعه في مجال تخصصه، و الارتقاء به الي نماذج فنية مكتملة البناء و الجمال.'</span></p><p>""معجم الرائد""  میں ہے:</p><p><span class=""ar_writing"">' فن: جمع افنان و فنون، جج افانين</span></p><p><span class=""ar_writing"">١) تعبير الفنان بنتاجه عن مثل الجمال الاكمل.</span></p><p><span class=""ar_writing"">٢) قواعد خاصة بحرفة او عمل.'</span></p><p>"" افنان ""  نام رکھنے کی گنجائش ہے۔فقط و اللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143907200136</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/huqooq-muashret""><i class=""icon-docs-bold""></i> حقوق و آدابِ معاشرت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/bahmi-huqooq""><i class=""icon-docs-bold""></i> حقوق</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/olad-ky-hoqoq""><i class=""icon-docs-bold""></i> اولاد کے حقوق</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/بینک-سے-قرض-لینا-3/04-05-2018,بینک سے قرض لینا,<p><p>میزان بینک سے گھر کے لیے قرض لے سکتے ہیں؟</p></p>,"<p><p>میزان بینک گھر کے لیے قرض دے کر وصولی کے وقت اضافی رقم یا کچھ لیتا ہے تو ایسا قرض لینا جائز نہیں۔فقط واللہ اعلم</p></p><hr class=""big-hr""/>",04-05-2018,143908200181,banuri.edu.pk,معاملات,سود / بینکاری / انشورنس / شیئرز,سودی قرضہ کی لین دین,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>میزان بینک سے گھر کے لیے قرض لے سکتے ہیں؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>میزان بینک گھر کے لیے قرض دے کر وصولی کے وقت اضافی رقم یا کچھ لیتا ہے تو ایسا قرض لینا جائز نہیں۔فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200181</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/muamlat""><i class=""icon-docs-bold""></i> معاملات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/sood-bankari-insurance-shares""><i class=""icon-docs-bold""></i> سود / بینکاری / انشورنس / شیئرز</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/soodi-qarzay-ki-layn-dayn""><i class=""icon-docs-bold""></i> سودی قرضہ کی لین دین</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/بینک-سے-کار-لیزنگ-پر-لینا-2/04-05-2018,بینک سے کار لیزنگ پر لینا,<p><p>بینک سے کار لیزنگ پر لینا کیساہے؟</p></p>,"<p><p>بینک سے کار لیزنگ پر لینا درست نہیں۔فقط واللہ اعلم</p></p><hr class=""big-hr""/>",04-05-2018,143908200192,banuri.edu.pk,معاملات,سود / بینکاری / انشورنس / شیئرز,سودی قرضہ کی لین دین,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>بینک سے کار لیزنگ پر لینا کیساہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>بینک سے کار لیزنگ پر لینا درست نہیں۔فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200192</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/muamlat""><i class=""icon-docs-bold""></i> معاملات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/sood-bankari-insurance-shares""><i class=""icon-docs-bold""></i> سود / بینکاری / انشورنس / شیئرز</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/soodi-qarzay-ki-layn-dayn""><i class=""icon-docs-bold""></i> سودی قرضہ کی لین دین</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/اثیلہ-فارعہ-اور-عفراء-صحابیات-کے-نام-ہیں-2/13-04-2018,اثیلہ، فارعہ اور عفراء صحابیات کے نام ہیں,"<p><p>کیا "" اثیلہ"" ، ""فارعہ""  اور ""عفراء"" صحابیات کے نام ہیں ؟ مجھے اپنی بیٹی کا نام رکھنا ہے.</p></p>","<p><p><span class=""ar_writing"">"" اُثَیْلَه""، "" فارِعه""</span>اور <span class=""ar_writing"">""عَفْرَاء"" </span> تینوں نام صحابیات کے ہیں، اور ان کے معنے ومفہوم سے قطع نظر صحابیات کی نسبت ہی کافی ہے، یہ نام رکھے جاسکتے ہیں. فقط واللہ اعلم</p></p><hr class=""big-hr""/>",13-04-2018,143907200132,banuri.edu.pk,حقوق و آدابِ معاشرت,حقوق,اولاد کے حقوق,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>کیا "" اثیلہ"" ، ""فارعہ""  اور ""عفراء"" صحابیات کے نام ہیں ؟ مجھے اپنی بیٹی کا نام رکھنا ہے.</p></p><h4 class=""question_heading"">جواب</h4><p><p><span class=""ar_writing"">"" اُثَیْلَه""، "" فارِعه""</span>اور <span class=""ar_writing"">""عَفْرَاء"" </span> تینوں نام صحابیات کے ہیں، اور ان کے معنے ومفہوم سے قطع نظر صحابیات کی نسبت ہی کافی ہے، یہ نام رکھے جاسکتے ہیں. فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143907200132</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/huqooq-muashret""><i class=""icon-docs-bold""></i> حقوق و آدابِ معاشرت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/bahmi-huqooq""><i class=""icon-docs-bold""></i> حقوق</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/olad-ky-hoqoq""><i class=""icon-docs-bold""></i> اولاد کے حقوق</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/دغا-بازی-کرنے-پر-وعید-2/03-03-2018,دغا بازی کرنے پر وعید,<p><p>جو مرد اپنی بیوی سے دغا بازی کرتا ہے ، قرآن و حدیث میں اس مرد کے لیے کیا سزا ہے؟ </p></p>,"<p><p>آپ نے سوال میں یہ واضح نہیں کیا کہ شوہر کس نوعیت کی دغابازی کرتے ہیں، تاکہ معلوم ہو کہ آیا وہ شرعی اعتبار سےدغا بازی  کے دائرے میں آتی بھی ہے یا نہیں،  اور اس کی  کیا سزا ہے،  بہرحال دغابازی کرنا شرعاً  کسی بھی مسلمان کے لیے ناجائز ہے، دنیا میں اس کی متعین سزا تو اس کی صورت سامنے آنے پر  ہی بتائی جاسکتی ہے، البتہ ایک مسلمان کے لیے اتنی وعید ہی کافی ہے کہ  رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: "" جو ہمیں (یعنی مسلمانوں کو) دھوکا دے وہ ہم میں سے نہیں ہے""۔فقط  واللہ اعلم </p></p><hr class=""big-hr""/>",03-03-2018,143906200060,banuri.edu.pk,حقوق و آدابِ معاشرت,اَخلاقیات,ظلم/ دھوکہ/ خیانت,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>جو مرد اپنی بیوی سے دغا بازی کرتا ہے ، قرآن و حدیث میں اس مرد کے لیے کیا سزا ہے؟ </p></p><h4 class=""question_heading"">جواب</h4><p><p>آپ نے سوال میں یہ واضح نہیں کیا کہ شوہر کس نوعیت کی دغابازی کرتے ہیں، تاکہ معلوم ہو کہ آیا وہ شرعی اعتبار سےدغا بازی  کے دائرے میں آتی بھی ہے یا نہیں،  اور اس کی  کیا سزا ہے،  بہرحال دغابازی کرنا شرعاً  کسی بھی مسلمان کے لیے ناجائز ہے، دنیا میں اس کی متعین سزا تو اس کی صورت سامنے آنے پر  ہی بتائی جاسکتی ہے، البتہ ایک مسلمان کے لیے اتنی وعید ہی کافی ہے کہ  رسول اللہ صلی اللہ علیہ وسلم نے فرمایا: "" جو ہمیں (یعنی مسلمانوں کو) دھوکا دے وہ ہم میں سے نہیں ہے""۔فقط  واللہ اعلم </p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143906200060</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/huqooq-muashret""><i class=""icon-docs-bold""></i> حقوق و آدابِ معاشرت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/akhlaaqiyaat""><i class=""icon-docs-bold""></i> اَخلاقیات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/zulm-mazalim-dhoka-fraud""><i class=""icon-docs-bold""></i> ظلم/ دھوکہ/ خیانت</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/مرغی-ذبح-کرنے-کا-طریقہ-2/08-05-2018,مرغی ذبح کرنے کا طریقہ,<p><p>مرغی کو ذبح  کرنے کا مکمل طریقہ کیا ہے؟</p></p>,"<p><p>ذبح کرنے کا طریقہ یہ ہے کہ جانور کو قبلہ رو لٹاکر تیز چھری ہاتھ میں لے کرقبلہ رخ ہوکر <span class=""ar_writing"">''بسم الله الله أکبر''</span>پڑھ کر گلے پر چھری چلائی جائے،یہاں تک کہ جانور کی چار رگیں کٹ جائیں،اور گردن الگ نہ ہو ، ایک رگ ''نرخرہ''جس سے جانور سانس لیتاہے،دوسری وہ رگ جس سے دانہ پانی جاتاہے،اور دو شہہ رگیں جو  ""نرخرہ"" کے دائیں بائیں ہوتی ہیں،اگر ان چار رگوں میں سے تین رگیں بھی کٹ جائیں تب بھی ذبح درست ہے۔فقط واللہ اعلم</p></p><hr class=""big-hr""/>",08-05-2018,143908200647,banuri.edu.pk,عبادات,ذبیحہ / قربانی,ذبح ، شرائط ، سنن ، آداب و مکروہات,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>مرغی کو ذبح  کرنے کا مکمل طریقہ کیا ہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>ذبح کرنے کا طریقہ یہ ہے کہ جانور کو قبلہ رو لٹاکر تیز چھری ہاتھ میں لے کرقبلہ رخ ہوکر <span class=""ar_writing"">''بسم الله الله أکبر''</span>پڑھ کر گلے پر چھری چلائی جائے،یہاں تک کہ جانور کی چار رگیں کٹ جائیں،اور گردن الگ نہ ہو ، ایک رگ ''نرخرہ''جس سے جانور سانس لیتاہے،دوسری وہ رگ جس سے دانہ پانی جاتاہے،اور دو شہہ رگیں جو  ""نرخرہ"" کے دائیں بائیں ہوتی ہیں،اگر ان چار رگوں میں سے تین رگیں بھی کٹ جائیں تب بھی ذبح درست ہے۔فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200647</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/ebadat""><i class=""icon-docs-bold""></i> عبادات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/zabiha-qurbani""><i class=""icon-docs-bold""></i> ذبیحہ / قربانی</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/zibah-sharait-sunan-aadab-o-makrohat""><i class=""icon-docs-bold""></i> ذبح ، شرائط ، سنن ، آداب و مکروہات</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/رات-میں-جھاڑو-لگانا-2/06-05-2018,رات میں جھاڑو لگانا,"<p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">عصر،مغرب یا رات کے وقت گھر یا دوکان میں جھاڑو لگانا کیسا ہے؟ کیا ان اوقات میں جھاڑو لگانےسے منع کرنے کی کوئی  شرعی حیثیت ہے؟</p></p>","<p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">یہ بات محض عوام میں مشہور ہے، شریعت میں اس کی کوئی اصل نہیں ہے، رات میں جھاڑو لگاسکتے ہیں۔</p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">باقی  اگر کسی بزرگ نے یہ لکھا ہے تو اس کا مطلب یہ ہے کہ  مکان صاف کرنے اور جھاڑو دینے کا وقت عرفاً دن ہے، رات نہیں ،  اور ہر کام اپنے وقت پر کرنا چاہیے، لیکن یہ تعیین شرعی نہیں کہ اس کے خلاف کرنے سے انسان گناہ گار ہو۔فقط واللہ اعلم</p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""> </p></p><hr class=""big-hr""/>",06-05-2018,143908200482,banuri.edu.pk,ایمان و عقائد,بدعات اور رسوم,رسومات، تعارف اور بعض رسمیں,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">عصر،مغرب یا رات کے وقت گھر یا دوکان میں جھاڑو لگانا کیسا ہے؟ کیا ان اوقات میں جھاڑو لگانےسے منع کرنے کی کوئی  شرعی حیثیت ہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">یہ بات محض عوام میں مشہور ہے، شریعت میں اس کی کوئی اصل نہیں ہے، رات میں جھاڑو لگاسکتے ہیں۔</p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;"">باقی  اگر کسی بزرگ نے یہ لکھا ہے تو اس کا مطلب یہ ہے کہ  مکان صاف کرنے اور جھاڑو دینے کا وقت عرفاً دن ہے، رات نہیں ،  اور ہر کام اپنے وقت پر کرنا چاہیے، لیکن یہ تعیین شرعی نہیں کہ اس کے خلاف کرنے سے انسان گناہ گار ہو۔فقط واللہ اعلم</p><p style=""margin-left:9pt;margin-right:10.3pt;text-align:justify;""> </p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200482</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/aqaed""><i class=""icon-docs-bold""></i> ایمان و عقائد</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/bidaat-rasoomat""><i class=""icon-docs-bold""></i> بدعات اور رسوم</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/rusomat-taaruf-aur-baaz-rasmayn""><i class=""icon-docs-bold""></i> رسومات، تعارف اور بعض رسمیں</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/بٹ-کوائن-ون-کوائن-کا-حکم-2/09-05-2018,بٹ کوائن ون کوائن کا حکم,<p><p>بٹ کوائن ون کوائن جائز ہیں؟</p></p>,"<p><p>ڈیجیٹل کرنسی کامعاملہ مشکوک ہے ؛اس لیے اس سے اجتناب کیاجائے۔فقط واللہ اعلم</p></p><hr class=""big-hr""/>",09-05-2018,143908200718,banuri.edu.pk,معاملات,بیع / تجارت,بیع صحیح ، فاسد اور باطل,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>بٹ کوائن ون کوائن جائز ہیں؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>ڈیجیٹل کرنسی کامعاملہ مشکوک ہے ؛اس لیے اس سے اجتناب کیاجائے۔فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200718</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/muamlat""><i class=""icon-docs-bold""></i> معاملات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/bay-tijarat""><i class=""icon-docs-bold""></i> بیع / تجارت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/bay-sahih-fasid-or-batil""><i class=""icon-docs-bold""></i> بیع صحیح ، فاسد اور باطل</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/سفید-کپڑے-2/07-05-2018,سفید کپڑے,<p><p>سنا ہے کہ سفید کپڑے پہننے والا جب تک وہ کپڑے پہنا رہے گا اس کی مغفرت ہوتی رہے گی،کیا یہ صحیح ہے؟</p></p>,"<p><p>سفید لباس کے متعلق جو  بات  سوال میں ذکر کی گئی ہے،  تلاش کے باوجود اس کا کوئی حوالہ نہیں مل سکا، البتہ مردوں کے لیے سفید لباس رسول اکرم صلی اللہ علیہ وسلم نے پسند فرمایا اور پہننے کا حکم دیتے ہوئے سفید لباس کو بہترین لباس قراردیا ہے، جیسا کہ حضرت عبداللہ بن عباس رضی اللہ عنہ سے مروی ہے:<span class=""ar_writing"">"" قال رسول الله صلى الله عليه وسلم: البسوا من ثيابكم البياض، فإنها خير ثيابكم، وكفنوا فيها موتاكم"". (رواه الترمذي وأبو داود وغيرهما)</span></p><p>ترجمہ: رسول اللہ صلی اللہ علیہ وسلم نے ارشاد فرمایا: اپنے لباس میں سے سفید کپڑے پہنا کرو ؛ اس لیے کہ یہ تمہارا بہترین لباس ہے، اور اس میں اپنے مردوں کو کفنایاکرو۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/>",07-05-2018,143908200524,banuri.edu.pk,حقوق و آدابِ معاشرت,لباس / وضع قطع,لباس ، احکام و آداب,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>سنا ہے کہ سفید کپڑے پہننے والا جب تک وہ کپڑے پہنا رہے گا اس کی مغفرت ہوتی رہے گی،کیا یہ صحیح ہے؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>سفید لباس کے متعلق جو  بات  سوال میں ذکر کی گئی ہے،  تلاش کے باوجود اس کا کوئی حوالہ نہیں مل سکا، البتہ مردوں کے لیے سفید لباس رسول اکرم صلی اللہ علیہ وسلم نے پسند فرمایا اور پہننے کا حکم دیتے ہوئے سفید لباس کو بہترین لباس قراردیا ہے، جیسا کہ حضرت عبداللہ بن عباس رضی اللہ عنہ سے مروی ہے:<span class=""ar_writing"">"" قال رسول الله صلى الله عليه وسلم: البسوا من ثيابكم البياض، فإنها خير ثيابكم، وكفنوا فيها موتاكم"". (رواه الترمذي وأبو داود وغيرهما)</span></p><p>ترجمہ: رسول اللہ صلی اللہ علیہ وسلم نے ارشاد فرمایا: اپنے لباس میں سے سفید کپڑے پہنا کرو ؛ اس لیے کہ یہ تمہارا بہترین لباس ہے، اور اس میں اپنے مردوں کو کفنایاکرو۔ فقط واللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200524</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/huqooq-muashret""><i class=""icon-docs-bold""></i> حقوق و آدابِ معاشرت</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/libass-waza-qata""><i class=""icon-docs-bold""></i> لباس / وضع قطع</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/libas-ahkam-o-aadab""><i class=""icon-docs-bold""></i> لباس ، احکام و آداب</a></div></div></div>"
https://www.banuri.edu.pk/readquestion/تکافل-کی-شرعی-حیثیت-2/09-05-2018,تکافل کی شرعی حیثیت,"<p><p>""  تکافل "" کی شرعی حیثیت کیا ہے ؟</p></p>","<p><p>آج کل انشورنس اور بیمہ کے متبادل کے طور  پر ""  تکافل کمپنیز "" جو مختلف ناموں سے تکافل کی سہولیات دے رہی ہیں، ان کا طریقہ کار درست نہیں ، اس طریقہ کار میں بھی بعض وہی خرابیاں شامل ہیں جوکہ عام انشورنس اور بیمہ میں ہیں ۔لہٰذا تکافل بھی ناجائز ہے۔ تفصیلی فتویٰ جامعہ کی دارالافتاء سے براہِ راست رجوع کرکے حاصل کیا جاسکتاہے۔ فقط و اللہ اعلم</p></p><hr class=""big-hr""/>",09-05-2018,143908200685,banuri.edu.pk,معاملات,سود / بینکاری / انشورنس / شیئرز,بیمہ زندگی / انشورنس / تکافل,"<div class=""col-md-12 sawal-jawab""><h3 class=""question_heading"">سوال</h3><p><p>""  تکافل "" کی شرعی حیثیت کیا ہے ؟</p></p><h4 class=""question_heading"">جواب</h4><p><p>آج کل انشورنس اور بیمہ کے متبادل کے طور  پر ""  تکافل کمپنیز "" جو مختلف ناموں سے تکافل کی سہولیات دے رہی ہیں، ان کا طریقہ کار درست نہیں ، اس طریقہ کار میں بھی بعض وہی خرابیاں شامل ہیں جوکہ عام انشورنس اور بیمہ میں ہیں ۔لہٰذا تکافل بھی ناجائز ہے۔ تفصیلی فتویٰ جامعہ کی دارالافتاء سے براہِ راست رجوع کرکے حاصل کیا جاسکتاہے۔ فقط و اللہ اعلم</p></p><hr class=""big-hr""/><div class=""col-sm-6 col-md-6""><p class=""question_heading"" style=""color:#73161f"">فتویٰ نمبر : <a id=""fatwa_number"">143908200685</a></p></div><div class=""col-sm-6 col-md-6""><p style=""color:#73161f"">دارالافتاء :
                                جامعہ علوم اسلامیہ علامہ محمد یوسف بنوری ٹاؤن</p></div><hr class=""big-hr""/><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/kitab/muamlat""><i class=""icon-docs-bold""></i> معاملات</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/bab/sood-bankari-insurance-shares""><i class=""icon-docs-bold""></i> سود / بینکاری / انشورنس / شیئرز</a></div></div><div class=""col-sm-4 col-md-4""><div class=""tag""><a href=""https://www.banuri.edu.pk/questions/fasal/bima-zindagi-insurance-takaful""><i class=""icon-docs-bold""></i> بیمہ زندگی / انشورنس / تکافل</a></div></div></div>"
