link,title,question_html,answer_html,issued_at,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2,html_container
https://darulifta-deoband.com/home/ur/islamic-names/43652,شعیب کا معنی کیا ہے؟,<h2><u> سوال: </u> شعیب کا معنی کیا ہے؟</h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 245-245/M=2/1434

شُعیب: ایک مشہور پیغمبر علیہ السلام کا نام ہے، شعب کی شعب کی تصغیر ہے جس کے معنی ہیں چھوٹی گھاٹی۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43652,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43652</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> شعیب کا معنی کیا ہے؟</h2>
							<h2><u> سوال: </u> شعیب کا معنی کیا ہے؟</h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43652</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 245-245/M=2/1434

شُعیب: ایک مشہور پیغمبر علیہ السلام کا نام ہے، شعب کی شعب کی تصغیر ہے جس کے معنی ہیں چھوٹی گھاٹی۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43499,میں نے اپنے بیٹا کا نام محمّد خزیمہ خان رکھا ہے، کیایہ صحیح ہے. پلیز مجھے گائیڈ کریں ۔,<h2><u> سوال: </u> میں نے اپنے بیٹا کا نام محمّد خزیمہ خان رکھا ہے، کیایہ صحیح ہے. پلیز مجھے گائیڈ کریں ۔ </h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 259-200/B=2/1434

محمد خزیمہ نام رکھنا صحیح ہے۔ بلا تکلف یہ نام اپنے بیٹے کا رکھ سکتے ہیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43499,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43499</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> میں نے اپنے بیٹا کا نام محمّد خزیمہ خان رکھا ہے، کیایہ صحیح ہے. پلیز مجھے گائیڈ کریں ۔ </h2>
							<h2><u> سوال: </u> میں نے اپنے بیٹا کا نام محمّد خزیمہ خان رکھا ہے، کیایہ صحیح ہے. پلیز مجھے گائیڈ کریں ۔ </h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43499</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 259-200/B=2/1434

محمد خزیمہ نام رکھنا صحیح ہے۔ بلا تکلف یہ نام اپنے بیٹے کا رکھ سکتے ہیں۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43494,محمّد نام رکھنا کیسا ہے ؟,<h2><u> سوال: </u> محمّد نام رکھنا کیسا ہے ؟لوگ کہتے ہیں کہ صرف محمّد نام رکھنا ٹھیک نہیں۔ قرآن و حدیث کی روشنی مے جواب دیں۔ شکریہ</h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 266-196/B=2/1434

محمد نام رکھنا صحیح ہے، ہزاروں محدثین اور علماء کے نام ہیں، جن لوگوں نے یہ کہا ہے کہ ٹھیک نہیں ہے ان کا قول صحیح نہیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43494,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43494</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> محمّد نام رکھنا کیسا ہے ؟</h2>
							<h2><u> سوال: </u> محمّد نام رکھنا کیسا ہے ؟لوگ کہتے ہیں کہ صرف محمّد نام رکھنا ٹھیک نہیں۔ قرآن و حدیث کی روشنی مے جواب دیں۔ شکریہ</h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43494</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 266-196/B=2/1434

محمد نام رکھنا صحیح ہے، ہزاروں محدثین اور علماء کے نام ہیں، جن لوگوں نے یہ کہا ہے کہ ٹھیک نہیں ہے ان کا قول صحیح نہیں۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43490,بچے کا نام,<h2><u> سوال: </u> میرے بیٹے کا نام محمّد بن شاہد ہے ، کیا یہ درست ہے، جواب دے کر مشکور فرمائیں۔ </h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 240-189/B=2/1434

جی ہاں بیٹے کا یہ نام درست ہے۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43490,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43490</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> بچے کا نام </h2>
							<h2><u> سوال: </u> میرے بیٹے کا نام محمّد بن شاہد ہے ، کیا یہ درست ہے، جواب دے کر مشکور فرمائیں۔ </h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43490</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 240-189/B=2/1434

جی ہاں بیٹے کا یہ نام درست ہے۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43458,ہاجرہ كو ہاجو كہہ كر بلانا,<h2><u> سوال: </u> میری بیوی کا نام ہاجرہ ہے ، بچپن سے انکے گھر والے حاجو بلارہے ہے، اور میری شادی کو ۲ سال ہوگئے ، میں بھی حاجو بلاتا ہو ، کیا ایسا بلانا صحیح ہے، ہمارے گھر میں بھی میری بہن ہے اسکا نام ہاجرہ ، اور اسکو ہم ہاجرہ ہی بلاتے ہیں۔ </h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 177-177/M=2/1434

بیوی کو اگر نام لے کر پکارنے کی ضرورت ہو تو اس کا صحیح اور پورا نام لے کر پکارنا چاہیے، ہاجرہ نام ہے تو ہاجرہ ہی کہنا چأہیے، ہاجو کہنا صحیح نہیں، بیوی کے گھر والوں کو بھی چاہیے کہ صحیح نام لے کر بلائیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",30-Aug-2020,43458,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43458</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> ہاجرہ كو ہاجو كہہ كر بلانا</h2>
							<h2><u> سوال: </u> میری بیوی کا نام ہاجرہ ہے ، بچپن سے انکے گھر والے حاجو بلارہے ہے، اور میری شادی کو ۲ سال ہوگئے ، میں بھی حاجو بلاتا ہو ، کیا ایسا بلانا صحیح ہے، ہمارے گھر میں بھی میری بہن ہے اسکا نام ہاجرہ ، اور اسکو ہم ہاجرہ ہی بلاتے ہیں۔ </h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43458</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">30-Aug-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 177-177/M=2/1434

بیوی کو اگر نام لے کر پکارنے کی ضرورت ہو تو اس کا صحیح اور پورا نام لے کر پکارنا چاہیے، ہاجرہ نام ہے تو ہاجرہ ہی کہنا چأہیے، ہاجو کہنا صحیح نہیں، بیوی کے گھر والوں کو بھی چاہیے کہ صحیح نام لے کر بلائیں۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43419,مشام نام صحیح ہے ؟ اور اس کا مطلب کیا ہے؟ مامون اور معاد کے معنی بھی بتائیں,<h2><u> سوال: </u> مشام نام صحیح ہے ؟ اور اس کا مطلب کیا ہے؟ مامون اور معاد کے معنی بھی بتائیں </h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 158-141/N=2/1434

(۱) مَشَامّ (میم اول کے زبر اور میم ثانی کی تشدید کے سات): سونگھنے کی جگہیں،یہ لفظ مَشَمٌّ اسم ظرف کی جمع ہے، یہ نام رکھ سکتے ہیں، جائز ہے لیکن کوئی خاص بامعنی اور اچھا نام نہیں ہے۔
(۲) مامون کے معنی ہیں: (جملہ شرور وفتن سے) محفوظ۔ (۳) معاد (میم کے زبر اور دال مہملہ کے ساتھ): لَوٹنے کی جگہ یعنی: آخرت، (میم کے پیش کے ساتھ) جس کو لوٹایا جائے۔ اور (میم کے پیش اور ذال معجمہ کے ساتھ) جس کو (اللہ کی) پناہ وحفاظت میں دیدیا گیا ہو۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43419,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43419</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> مشام نام صحیح ہے ؟ اور اس کا مطلب کیا ہے؟ مامون اور معاد کے معنی بھی بتائیں </h2>
							<h2><u> سوال: </u> مشام نام صحیح ہے ؟ اور اس کا مطلب کیا ہے؟ مامون اور معاد کے معنی بھی بتائیں </h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43419</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 158-141/N=2/1434

(۱) مَشَامّ (میم اول کے زبر اور میم ثانی کی تشدید کے سات): سونگھنے کی جگہیں،یہ لفظ مَشَمٌّ اسم ظرف کی جمع ہے، یہ نام رکھ سکتے ہیں، جائز ہے لیکن کوئی خاص بامعنی اور اچھا نام نہیں ہے۔
(۲) مامون کے معنی ہیں: (جملہ شرور وفتن سے) محفوظ۔ (۳) معاد (میم کے زبر اور دال مہملہ کے ساتھ): لَوٹنے کی جگہ یعنی: آخرت، (میم کے پیش کے ساتھ) جس کو لوٹایا جائے۔ اور (میم کے پیش اور ذال معجمہ کے ساتھ) جس کو (اللہ کی) پناہ وحفاظت میں دیدیا گیا ہو۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43383,عیشل نام رکہنا صحیح ہے؟,<h2><u> سوال: </u> عیشل نام رکہنا صحیح ہے؟</h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 200-145/L=3/1434

بچہ کا نام رکھنے میں یہ بات دھیان میں رکھنی چاہیے کہ اس نام کے معنی اچھے ہیں یا نہیں؟ اس طرح وہ نام کسی نبی، صحابی یا بزرگ کا ہے یا نہیں؟ حدیث شریف میں بچہ کا اچھا نام رکھنے کا حکم آیا ہے، عیشل بے معنی لفظ معلوم ہوتا ہے، اس لیے یہ نام نہ رکھا جائے۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43383,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43383</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> عیشل نام رکہنا صحیح ہے؟</h2>
							<h2><u> سوال: </u> عیشل نام رکہنا صحیح ہے؟</h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43383</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 200-145/L=3/1434

بچہ کا نام رکھنے میں یہ بات دھیان میں رکھنی چاہیے کہ اس نام کے معنی اچھے ہیں یا نہیں؟ اس طرح وہ نام کسی نبی، صحابی یا بزرگ کا ہے یا نہیں؟ حدیث شریف میں بچہ کا اچھا نام رکھنے کا حکم آیا ہے، عیشل بے معنی لفظ معلوم ہوتا ہے، اس لیے یہ نام نہ رکھا جائے۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43377,لڑکی کا نام حمیراء ركھنا كیسا ہے؟,<h2><u> سوال: </u> میں اپنی لڑکی کا نام حمیرہ رکھنا چاہتا ہوں، کیایہ نام رکھ سکتا ہوں؟ کیوں کہ ام الموَمین کا نام تھا ، .مجھے یہ نام پسند ہے، اس کے معنیٰ کیا ہیں۔ آپ پلیز جواب جلد دیں، اور ان میں سے سب سے اچھا نام کون سا ہے ، ۱: حمیرہ، ۲:وجیہہ، ۳:سعدیہ، ۴:مہروش۔ </h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 220/151/L=3/1434

حمیرا کے معنی سرخ کے ہیں، یہ حضرت عائشہ رضی اللہ عنہا کا وصفی نام ہے قال في المعجم الوسیط: الحمیراء مصغر الحمراء أو البیضاء وصف للسیدة عائشة رضي اللہ عنہا في قول الرسول صلی اللہ علیہ وسلم ”خذوا نصف دینکم عن ہذہ الحمیراء“ (المعجم الوسیط: ۱۹۷) اس لیے آپ اپنی لڑکی کا نام حمیراء رکھ سکتے ہیں اس کے علاوہ وجیہہ اور سعدیہ نام بھی عمدہ ہیں، وجیہہ کے معنی باعزت کے ہیں اور سعدیہ کے معنی نیک بخت کے ہیں۔ مہروش کے معنی چاند جیسے چہرے والی، یہ نام بھی رکھ سکتے ہیں۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43377,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43377</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> لڑکی کا نام  حمیراء ركھنا كیسا ہے؟</h2>
							<h2><u> سوال: </u> میں اپنی لڑکی کا نام حمیرہ رکھنا چاہتا ہوں، کیایہ نام رکھ سکتا ہوں؟ کیوں کہ ام الموَمین کا نام تھا ، .مجھے یہ نام پسند ہے، اس کے معنیٰ کیا ہیں۔ آپ پلیز جواب جلد دیں، اور ان میں سے سب سے اچھا نام کون سا ہے ، ۱: حمیرہ، ۲:وجیہہ، ۳:سعدیہ، ۴:مہروش۔ </h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43377</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 220/151/L=3/1434

حمیرا کے معنی سرخ کے ہیں، یہ حضرت عائشہ رضی اللہ عنہا کا وصفی نام ہے قال في المعجم الوسیط: الحمیراء مصغر الحمراء أو البیضاء وصف للسیدة عائشة رضي اللہ عنہا في قول الرسول صلی اللہ علیہ وسلم ”خذوا نصف دینکم عن ہذہ الحمیراء“ (المعجم الوسیط: ۱۹۷) اس لیے آپ اپنی لڑکی کا نام حمیراء رکھ سکتے ہیں اس کے علاوہ وجیہہ اور سعدیہ نام بھی عمدہ ہیں، وجیہہ کے معنی باعزت کے ہیں اور سعدیہ کے معنی نیک بخت کے ہیں۔ مہروش کے معنی چاند جیسے چہرے والی، یہ نام بھی رکھ سکتے ہیں۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43216,اپنے بچے کا نام صرف محمد رکھ سکتے ہیں,<h2><u> سوال: </u> میرا سوال ہے کہ میں اپنے بچے کا نام محمد رکھنا چاہتا ہوں، کیا میں اس کا نام صرف محمد رکھ سکتا ہوں؟ اسکے لیے شریعت میں کوئی ممانیت تو نہیں؟ کیوں کہ عرب میں کافی لوگوں کے نام میں نے محمد سنا ہیاور مجھییہ نام پسند ہے۔ </h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 120-120/M=2/1434

اپنے بچے کا نام صرف محمد رکھ سکتے ہیں، اس میں کوئی ممانعت نہیں بلکہ باعث برکت ہے۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43216,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43216</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> اپنے بچے کا نام صرف محمد رکھ سکتے ہیں</h2>
							<h2><u> سوال: </u> میرا سوال ہے کہ میں اپنے بچے کا نام محمد رکھنا چاہتا ہوں، کیا میں اس کا نام صرف محمد رکھ سکتا ہوں؟ اسکے لیے شریعت میں کوئی ممانیت تو نہیں؟ کیوں کہ عرب میں کافی لوگوں کے نام میں نے محمد سنا ہیاور مجھییہ نام پسند ہے۔ </h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43216</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 120-120/M=2/1434

اپنے بچے کا نام صرف محمد رکھ سکتے ہیں، اس میں کوئی ممانعت نہیں بلکہ باعث برکت ہے۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/43149,عمیزہ فاطمہ نام كیسا ہے؟,<h2><u> سوال: </u> میری بیٹی کا نام” عمیزہ فاطمہ“ ہے، اس کا معنی کیا ہے؟اور کیا شریعت کے مطابق یہ نام درست ہے یا نہیں؟</h2>,"<p>بسم الله الرحمن الرحيم</p><p> فتوی: 101-76/N=2/1434

(۱) اور (۲) فاطمہ: اچھا نام ہے، حضور اکرم صلی اللہ علیہ وسلم کی ایک صاحبزادی کا نام ہے، البتہ عُمَیزہ کے معنی مجھے معلوم نہیں، اورجس نام کے معنی معلوم نہ ہوں اس کے درست ہونے کا حکم نہیں لگایا جاسکتا۔
</p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",01-Sep-2020,43149,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 43149</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> عمیزہ فاطمہ نام كیسا ہے؟</h2>
							<h2><u> سوال: </u> میری بیٹی کا نام” عمیزہ فاطمہ“ ہے، اس کا معنی کیا ہے؟اور کیا شریعت کے مطابق یہ نام درست ہے یا نہیں؟</h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 43149</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">01-Sep-2020 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> فتوی: 101-76/N=2/1434

(۱) اور (۲) فاطمہ: اچھا نام ہے، حضور اکرم صلی اللہ علیہ وسلم کی ایک صاحبزادی کا نام ہے، البتہ عُمَیزہ کے معنی مجھے معلوم نہیں، اورجس نام کے معنی معلوم نہ ہوں اس کے درست ہونے کا حکم نہیں لگایا جاسکتا۔
</p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
