link,title,question_html,answer_html,issued_at,fatwa_number,dar_ul_ifta,category_lvl_1,category_lvl_2,html_container
https://darulifta-deoband.com/home/ur/islamic-names/605817,عفہ نام کیسا ہے؟,<h2><u> سوال: </u> <p>عفہ نام کیسا ہے؟ عفہ ایمان،عفہ مریم،عفہ زہرا ۔ ان میں کون سا نام مطلب کے حساب سے موضوع رہے گا؟</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 1077-674/SN=01/1443</p><p>&nbsp;”عِفَّہ“ یہ عربی زبان کا لفظ ہے، اس کا معنی ہے، پاکدامنی، پارسائی، یہ نام اچھا ہے، رکھ سکتے ہیں۔ سوال میں ذکر کردہ تینوں ناموں میں سے اخیر الذکر دونوں ناموں میں سے کوئی بھی نام تجویز کرسکتے ہیں۔ دونوں ہی موزوں ہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",13-Aug-2021,605817,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605817</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>عفہ نام کیسا ہے؟</p></h2>
							<h2><u> سوال: </u> <p>عفہ نام کیسا ہے؟ عفہ ایمان،عفہ مریم،عفہ زہرا ۔ ان میں کون سا نام مطلب کے حساب سے موضوع رہے گا؟</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605817</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">13-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 1077-674/SN=01/1443</p>
<p>&nbsp;”عِفَّہ“ یہ عربی زبان کا لفظ ہے، اس کا معنی ہے، پاکدامنی، پارسائی، یہ نام اچھا ہے، رکھ سکتے ہیں۔ سوال میں ذکر کردہ تینوں ناموں میں سے اخیر الذکر دونوں ناموں میں سے کوئی بھی نام تجویز کرسکتے ہیں۔ دونوں ہی موزوں ہیں۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605803,بچی کے لیے کوئی نام بتائیں معنی کے ساتھ,<h2><u> سوال: </u> <p>براہ کرم، بچی کے لیے کوئی نام بتائیں معنی کے ساتھ۔</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 1061-666/SN=12/1442</p><p>&nbsp;فاطمہ، عائشہ، سَودَہ، خنساء، اسماء، شِفا، مریم، یُمنیٰ، سَعدیہ، بُشریٰ، ادیبہ، عاتکہ یہ اچھے نام ہیں، ان میں سے کوئی نام بچی کے لئے تجویز کرسکتے ہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",10-Aug-2021,605803,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605803</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> بچی کے لیے کوئی نام بتائیں معنی کے ساتھ</h2>
							<h2><u> سوال: </u> <p>براہ کرم، بچی کے لیے کوئی نام بتائیں معنی کے ساتھ۔</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605803</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">10-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 1061-666/SN=12/1442</p>
<p>&nbsp;فاطمہ، عائشہ، سَودَہ، خنساء، اسماء، شِفا، مریم، یُمنیٰ، سَعدیہ، بُشریٰ، ادیبہ، عاتکہ یہ اچھے نام ہیں، ان میں سے کوئی نام بچی کے لئے تجویز کرسکتے ہیں۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605747,رمضان میں لڑکی پیدا ہوئی ہے، اس كے لیے كوئی نام بتائیں!,<h2><u> سوال: </u> <p>ہمارے یہاں رمضان میں لڑکی پیدا ہوئی ہے براہ کرم اس کیلے کوئی سا اسلامی نام تجویز کیجیے، مہربانی ہوگی۔</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 1266-851/B=01/1443</p><p>&nbsp;خدیجہ، عائشہ، زینب، فاطمہ، ہادیہ، جُوَیرِیَہ، اُم اَیمن، اُم حبیبہ، اُم ہانی، اُمَیمہ، حَمنہ، شہامہ، حفیظہ، صالحہ، بریرہ، اسماء، عَذراء، سعیدہ، عزیزہ، بُشریٰ۔</p><p>یہ بیس نام لکھ دیئے ہیں ان میں سے جو پسند آئے وہ رکھ لیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",13-Aug-2021,605747,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605747</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>رمضان میں لڑکی پیدا ہوئی ہے‏، اس كے لیے كوئی نام بتائیں!</p></h2>
							<h2><u> سوال: </u> <p>ہمارے یہاں رمضان میں لڑکی پیدا ہوئی ہے براہ کرم اس کیلے کوئی سا اسلامی نام تجویز کیجیے، مہربانی ہوگی۔</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605747</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">13-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 1266-851/B=01/1443</p>
<p>&nbsp;خدیجہ، عائشہ، زینب، فاطمہ، ہادیہ، جُوَیرِیَہ، اُم اَیمن، اُم حبیبہ، اُم ہانی، اُمَیمہ، حَمنہ، شہامہ، حفیظہ، صالحہ، بریرہ، اسماء، عَذراء، سعیدہ، عزیزہ، بُشریٰ۔</p>
<p>یہ بیس نام لکھ دیئے ہیں ان میں سے جو پسند آئے وہ رکھ لیں۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605694,لڑكی كا اُمامہ نام ركھنا كیسا ہے؟,<h2><u> سوال: </u> <p>عرض یہ ہے کہ میں نے اپنی بھتیجی کا نام۔ امامہ رکھا ہے ، براہ کرم رہنمائی فرمائیں کہ آگے پیچھے کیا لگائیں۔</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 999-799/M=12/1442</p><p>آگے، پیچھے کچھ لگانا ضروری نہیں، صرف امامہ نام رکھ سکتے ہیں۔ اگر کچھ لگانا ہی چاہتے ہیں تو سعدیہ، حفصہ، رقیہ وغیرہا میں سے کوئی اضافہ کرلیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",04-Aug-2021,605694,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605694</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>لڑكی كا اُمامہ نام ركھنا كیسا ہے؟</p></h2>
							<h2><u> سوال: </u> <p>عرض یہ ہے کہ میں نے اپنی بھتیجی کا نام۔ امامہ رکھا ہے ، براہ کرم رہنمائی فرمائیں کہ آگے پیچھے کیا لگائیں۔</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605694</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">04-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 999-799/M=12/1442</p>
<p>آگے، پیچھے کچھ لگانا ضروری نہیں، صرف امامہ نام رکھ سکتے ہیں۔ اگر کچھ لگانا ہی چاہتے ہیں تو سعدیہ، حفصہ، رقیہ وغیرہا میں سے کوئی اضافہ کرلیں۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605661,منت نام کیسا ہے ؟,<h2><u> سوال: </u> <p>منت نام کیسا ہے ؟</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 991-786/M=12/1442</p><p>&nbsp;صرف منت نام رکھنے کے بجائے اس کے ساتھ کچھ اور ملا لیا جائے مثلاً مِنَّتُ اللہ وغیرہ یا اس کے علاوہ دوسرا موزوں نام تجویز کرلیا جائے۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",14-Jul-2021,605661,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605661</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>منت نام کیسا ہے ؟</p></h2>
							<h2><u> سوال: </u> <p>منت نام کیسا ہے ؟</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605661</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">14-Jul-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 991-786/M=12/1442</p>
<p>&nbsp;صرف منت نام رکھنے کے بجائے اس کے ساتھ کچھ اور ملا لیا جائے مثلاً مِنَّتُ اللہ وغیرہ یا اس کے علاوہ دوسرا موزوں نام تجویز کرلیا جائے۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605639,كیا ارحم حسن خان نام درست ہے؟,<h2><u> سوال: </u> <p>میرا نام ارحم حسن خان ہے، کیا یہ نام درست ہے؟ اگر درست نہیں ہے تو کیا مجھے اس کو بدلنا ہوگا؟</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 986-784/M=12/1442</p><p>&nbsp;نام درست ہے، بدلنے کی ضرورت نہیں۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",14-Jul-2021,605639,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605639</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>كیا ارحم حسن خان نام درست ہے؟</p></h2>
							<h2><u> سوال: </u> <p>میرا نام ارحم حسن خان ہے، کیا یہ نام درست ہے؟ اگر درست نہیں ہے تو کیا مجھے اس کو بدلنا ہوگا؟</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605639</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">14-Jul-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 986-784/M=12/1442</p>
<p>&nbsp;نام درست ہے، بدلنے کی ضرورت نہیں۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605581,”سید عثمان حیدر“ کا معنی کیا ہے؟,<h2><u> سوال: </u> <p>”سید عثمان حیدر“ کا معنی کیا ہے؟ یہ بھی بتائیں کہ کیا سنی مسلمان” حیدر“ نام رکھ سکتے ہیں؟ جزاک اللہ</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:988-646/sd=12/1442</p><p>&nbsp;غیر مسلم سے قرض لے کر اپنی ضروریات میں خرچ کرنا جائز ہے ؛ البتہ آن لائن تجارت اگر شریعت کی رو سے ناجائز ہو، تو ایک مسلمان کے لیے ایسی تجارت کرنا جائز نہیں ہوگا ، غیر مسلم کا قرض اتارنے کے لیے ناجائز تجارت جائز نہیں ہوجاتی ہے ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",04-Aug-2021,605581,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605581</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> ”سید عثمان حیدر“ کا معنی کیا ہے؟&nbsp;</h2>
							<h2><u> سوال: </u> <p>”سید عثمان حیدر“ کا معنی کیا ہے؟ یہ بھی بتائیں کہ کیا سنی مسلمان” حیدر“ نام رکھ سکتے ہیں؟ جزاک اللہ</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605581</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">04-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa:988-646/sd=12/1442</p>
<p>&nbsp;غیر مسلم سے قرض لے کر اپنی ضروریات میں خرچ کرنا جائز ہے ؛ البتہ آن لائن تجارت اگر شریعت کی رو سے ناجائز ہو، تو ایک مسلمان کے لیے ایسی تجارت کرنا جائز نہیں ہوگا ، غیر مسلم کا قرض اتارنے کے لیے ناجائز تجارت جائز نہیں ہوجاتی ہے ۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605559,بچی كا نام ایشل فاطمہ ركھنا؟,<h2><u> سوال: </u> <p>میں اپنی بچی کا نام ایشل فاطمہ رکھ سکتا ہوں یا ۔الیشا فاطمہ رکھ سکتا ہوں دونوں کے معنی بتا ئیں۔</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 988-623/SN=12/1442</p><p>&nbsp;”ایشل“ تو نہیں ملا؛ البتہ ”ایشال“ ملا ہے۔ اس کے معنی ہیں بلند کرنا، ایشال فاطمہ نام تجویز کرسکتے ہیں؛ البتہ بہتر ہے کہ فاطمہ کے ساتھ اس کے بجائے اور کوئی بہتر معنی والے لفظ کا اضافہ کریں۔</p><p>”الیشا“ یہ لفظ کتب لغت میں نہیں ملتا، ممکن ہے کہ یہ مہمل یا مصحف (تبدیل شدہ) لفظ ہو، فاطمہ کے ساتھ اس کا اضافہ مناسب معلوم نہیں ہوتا۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",30-Jul-2021,605559,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605559</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>بچی كا نام ایشل فاطمہ ركھنا؟</p></h2>
							<h2><u> سوال: </u> <p>میں اپنی بچی کا نام ایشل فاطمہ رکھ سکتا ہوں یا ۔الیشا فاطمہ رکھ سکتا ہوں دونوں کے معنی بتا ئیں۔</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605559</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">30-Jul-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 988-623/SN=12/1442</p>
<p>&nbsp;”ایشل“ تو نہیں ملا؛ البتہ ”ایشال“ ملا ہے۔ اس کے معنی ہیں بلند کرنا، ایشال فاطمہ نام تجویز کرسکتے ہیں؛ البتہ بہتر ہے کہ فاطمہ کے ساتھ اس کے بجائے اور کوئی بہتر معنی والے لفظ کا اضافہ کریں۔</p>
<p>”الیشا“ یہ لفظ کتب لغت میں نہیں ملتا، ممکن ہے کہ یہ مہمل یا مصحف (تبدیل شدہ) لفظ ہو، فاطمہ کے ساتھ اس کا اضافہ مناسب معلوم نہیں ہوتا۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605557,بچی كے لیے اسلامی نام بتائیں,<h2><u> سوال: </u> <p>میری پہلی بچی سترہ مئی 2021 کو شام کو ساڑہے آٹھ بجے پیدا ہوئی، یہ میں اس کے لیے کوئی اچھا سا اسلامی نام معنی کے ساتھ بتائیں۔</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa : 1129-777/D=12/1442</p><p>&nbsp;حضرات ازواج مطہرات، بنات طاہرات یا نیک خواتین کے ناموں میں سے کوئی نام منتخب کرلیں مثلاً سارہ، خدیجہ، آسیہ، حامدہ، فاطمہ، مریم وغیرہ۔</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",04-Aug-2021,605557,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605557</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>بچی كے لیے اسلامی نام بتائیں</p></h2>
							<h2><u> سوال: </u> <p>میری پہلی بچی سترہ مئی 2021 کو شام کو ساڑہے آٹھ بجے پیدا ہوئی، یہ میں اس کے لیے کوئی اچھا سا اسلامی نام معنی کے ساتھ بتائیں۔</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605557</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">04-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa : 1129-777/D=12/1442</p>
<p>&nbsp;حضرات ازواج مطہرات، بنات طاہرات یا نیک خواتین کے ناموں میں سے کوئی نام منتخب کرلیں مثلاً سارہ، خدیجہ، آسیہ، حامدہ، فاطمہ، مریم وغیرہ۔</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
https://darulifta-deoband.com/home/ur/islamic-names/605546,الیان - عالیان نام کیسا ہے ؟,<h2><u> سوال: </u> <p>ایسا اسلامی نام تجویز کرے جو ا سے یا ع سے ہو- اور نام کا مطلب آگے بڑھنا یا بلندی پانا ہو یا شہزادہ مطلب ہو - اور الیان - عالیان نام کیسا ہے ؟</p></h2>,"<p>بسم الله الرحمن الرحيم</p><p> </p><p>Fatwa:1125-950/L=1/1443</p><p>&nbsp;اسلام میں اچھے ناموں کی ترغیب آئی ہے ؛ اس لیے آپ حضراتِ انبیاء کرام صحابہ عظام یا اولیاء کے ناموں پر لڑکے کا نام تجویز کریں خاص لفظ اور خاص معنی کا لحاظ کرکے نام رکھنا نہ تو مطلوب ہے اور نہ ہی شریعت کا حکم ہے؛ اس لیے اس کے چکر میں نہ پڑیں ، اگر “الف” یا “ عین ” سے ہی ناموں کو رکھنا چاہتے ہیں تو مندرجہ ذیل ناموں میں سے کوئی نام تجویز کرلیں: احتشام،اجمل،اسداللہ،اکرام،انس، عبد اللہ ، عبد الرحمن ، عبدالرحیم،عبدالرشید ، عابد،عادل، عرفان،عزیر،عمیر وغیرہ</p><p></p><br><span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>",22-Aug-2021,605546,darulifta-deoband.com,متفرقات,اسلامی نام,"<div id=""recent_fatwas"" class=""container tab-pane active""><br>
					<ul class=""answer_detail"">
												<li>
																					<div class=""cate_sec"">
								<p class=""category_name"">
									<span>
										متفرقات									</span> 
									&gt;&gt; 
									<span>
																		<a href=""https://darulifta-deoband.com/ur/category/n-a/MTM="">اسلامی نام</a>
									</span>
								</p>
								<p class=""quesid""><span class=""anser_id_urdu""> سوال نمبر: 605546</span><!--<span class=""country_urdu"">  : ملک</span> --></p>
							</div>
							<h2><u> عنوان:</u> <p>الیان - عالیان نام کیسا ہے ؟</p></h2>
							<h2><u> سوال: </u> <p>ایسا اسلامی نام تجویز کرے جو ا سے یا ع سے ہو- اور نام کا مطلب آگے بڑھنا یا بلندی پانا ہو یا شہزادہ مطلب ہو - اور الیان - عالیان نام کیسا ہے ؟</p></h2>
							<p class=""fatwa_answer""><span class=""ans_urdu_id""> جواب نمبر: 605546</span><span style=""color:#efefef;display:none;"" class=""answer_date_urdu"">22-Aug-2021 : تاریخ اشاعت </span></p>
							<p>بسم الله الرحمن الرحيم</p>
							<p> </p><p>Fatwa:1125-950/L=1/1443</p>
<p>&nbsp;اسلام میں اچھے ناموں کی ترغیب آئی ہے ؛ اس لیے آپ حضراتِ انبیاء کرام صحابہ عظام یا اولیاء کے ناموں پر لڑکے کا نام تجویز کریں خاص لفظ اور خاص معنی کا لحاظ کرکے نام رکھنا نہ تو مطلوب ہے اور نہ ہی شریعت کا حکم ہے؛ اس لیے اس کے چکر میں نہ پڑیں ، اگر “الف” یا “ عین ” سے ہی ناموں کو رکھنا چاہتے ہیں تو مندرجہ ذیل ناموں میں سے کوئی نام تجویز کرلیں: احتشام،اجمل،اسداللہ،اکرام،انس، عبد اللہ ، عبد الرحمن ، عبدالرحیم،عبدالرشید ، عابد،عادل، عرفان،عزیر،عمیر وغیرہ</p><p></p> 
							<br>
							<span style=""font-size:1.2em"">
								<p><strong>واللہ تعالیٰ اعلم</strong></p>
								<br class=""clear"">
								<p><strong>دارالافتاء،</strong><br>دارالعلوم دیوبند</p>
							</span>
						</li>
											</ul>
				</div>"
