link,dar_ul_ifta,title,issued_at,question,answer
https://www.suffahpk.com/harmen-ki-iqtida-mai-witar-ki-namaz/,darul-uloom-karachi-via-suffah,حرمین کی اقتداء میں وتر کی نماز,"May 19, 2018",,"<p style=""text-align: right;""><span style=""font-size: 18pt; color: #800000;"">  دارالعلوم کراچی فتویٰ نمبر:144</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">الجواب حامداومصلیا ً</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">ائمہ حرمین شریفین زادہماللہ  شرفاً کی اقتدا پڑھنے کا مسئلہ  معرکۃ الآراء  مسائل میں سے ہے ، کیونکہ احناف  کے ہاں تین وتر  ایک سلام کے ساتھ ہے جبکہ اس وقت ائمہ حرمین شریفین مذہب حنابلہ کے مطابق دوسلاموں کےساتھ تین وتر پڑھاتے ہیں یہ بھی واضح رہے  کہ اس مسئلہ کا اصل تعلق  مخالف  فی الفروع امام ( یعنی شافعی ، حنبلی  اور مالکی ) کی اقتداء میں وتر پڑھنے سے ہے ،ا ور فقہاء احناف رحمہم اللہ کے اس بارے میں تقریباً چھ اقوال ہیں  جن میں سے بنیادی اور مشہور قول دوہیں  :</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">پہلا قول : یہ ہے کہ مخالف  فی الفروع  کی اقتداء  میں حنفی  کا وترپڑھنا اس شرط  کے ساتھ جائز ہے کہ امام دورکعت کے بعد سلام نہ پھیرے ۔ بہت سے فقہاء احناف رحمہم اللہ تعالیٰ نے اس قول کواصح قرار دیاہے اور ہمارے اکابر کرام رحمہم اللہ تعالیٰ نے اسیق ول کے مطابق فتویٰ بھی دیاہے ۔ مثلا ً : صاحب  اعلاء السنن حضرت مولانااظفر  احمد عثمانی قدس سرہ العزیز  نے امداد الاحکام ( ج  1ص59) میں اس کے مطابق فتوی دیا۔  نیز جامعہ دارالعلوم کراچی  سے بھی حضرت مفتی اعظم پاکستان مفتی محمد  شفیع صاحب قدس سرہ العزیز کے زمانے میں انہی کی تصدیق سے اس قول  کے مطابق فتویٰ ( 23 ( ہ) 1142جاری ہوا۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;""> دوسرا قول یہ ہے کہ مخالف  فی الفروع کی اقتداء میں وتر کی نماز مطلقاًجائز ہے ، اگرچہ امام دورکعت پر سلام پھیردے ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">یہ قول علامہ ابوبکر جصاص رازی ؒ ؒ کا ہے، اسی قول کو علامہ ابن الہمام رحمہ اللہ کے استاد علامہ سراج الدین ؒ  نے اختیار فرمایا، نیز علماء احناف کی ایک جماعت کی بھی یہی رائے  ہے ۔مثلا فقیہ ابو جعفر  الہندوانی رحمہ اللہ ، قاضی القضاء علامہ ابن  وہبان رحمہا للہ وغیرہما کی یہی رائے  ہے اور علامہ ابوالحسنات  عبدالحی لکھنوی  رحمہ اللہ نے اسی قول پر فتویٰ دیاہے اور فرمایاکہ محقیقین کے نزدیک ائمہ  مخالف فی الفروع امام کی اقتداء میں حنفی کی نماز مطلقاًجائز ہونے کو راجح اور مختار قرار دیا۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">شیخ المشائخ حضرت مولانا مفتی  عزیز الرحمٰن صاحب قدس سرہ العزیز  نے بھی مخالف  فی الفروع امام اقتداء کو مطلقاً جائز قرار دیااورفرمایا کہ محقیقین کے نزدیک حنفی کاشافعی  المذہب  کی اقتداء یا شافعی کا حنفی امام کی اقتداء جائز ہے ۔ ( ملاحظہ ہوعزیز  الفتاویٰ ص 239، فتاویٰ دارالعلوم دیوبند  مدلل ج 3 ص 143)</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">دورحاضر میں حرمین شریفین میں لوگوں  کی کثرت  ازدحام اور عوام میں مسائل نماز وغیرہ میں جہالت عام ہونے کی وجہ سے عدم اقتداء کی صورت میں بعض شرعی محظور ات لازم آرہے ہیں ،اورلوگوں کو حرج لاحق ہورہاہے،اس لیے دورحاضر میں اگرحنفی کے لیے محظورات سے بچتے ہوئے  اپنا وتر الگ  پڑھنا ممکن نہ ہو تو ا س دوسرے قول  کے مطابق عمل کرتے ہوئے ائمہ حرمین کی اقتداء میں وتر پڑھنے کی گنجائش معلوم ہوتی ہے ۔اس صورت میں وتر اداہوجائے گا ، لوٹانا لازم نہیں ۔ ( تفصیل کے لیے ملاحظہ ہو : فتویٰ نمبر 62/1751 )</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">واللہ اعلم بالصواب</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">الجواب الصحیح</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">بندہ محمد تقی عثمانی  عفی عنہ</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">احقر شاہ محمد تفضل علی</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">دارالافتاء جامعہ دارالعلوم کراچی</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">پی ڈی ایف فائل میں فتویٰ حاصل کرنے کے لیے دیے گئے لنک پر کلک کریں :</span></p><p style=""direction: rtl;""><a href=""https://www.facebook.com/groups/497276240641626/585248255177757/"">https://www.facebook.com/groups/497276240641626/585248255177757/</a></p><p style=""direction: rtl;""></p>"
https://www.suffahpk.com/roza-or-jadeed-medical-masail/,darul-uloom-karachi-via-suffah,روزہ اور جدید میڈیکل مسائل,"May 18, 2018","<p style=""direction: rtl;""><span style=""font-size: 18pt; color: #800000;"">  دارالعلوم کراچی فتویٰ نمبر:143</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">برائے ڈاکٹر حکیم ، میڈیکل اسٹور اور مریض حضرات )</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">محترم ومکرم جناب</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">السلام علیکم ورحمۃ اللہ وبرکاتہ !</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">روزہ کے حوالے سے یہ چند جدید میڈیکل مسائل ہیں جو آپ کی خدمت میں  پیش ہیں تاکہ آپ کے علم میں رہے کہ کن چیزوں سے روزہ ٹوٹتا ہے اور کن چیزوں سے روزہ نہیں ٹوٹتاتاکہ ہم مریض حضرات کو گائیڈ کرکے بلاوجہ گنہگار نہ ہوں یہ یاد رہے کہ رمضان کے روزے کے بدلے اگر کوئی پوری سنفگی روزے رکھے تو رمضان کے روزے کےثواب کے برابرنہیں ۔</span></p>","<p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">الجواب حامداومصلیاً</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">ضابط المفطرات ( صفحہ 411)</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">(2،3،4)۔۔درست ہے</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">5)  نمبر 5 کے کاحکم یہ ہے کہ روزے کی حالت میں مسواک کا استعمال نہ صرف جائز بلکہ مستحب  ہے، جہاں تک روزے کی حالت میں توتھ پیسٹ ، ماوتھ  واش، لسٹرین ،بنجیلا، گلے کے ڈراپس اور گلسرین استعمال کرنے کا تعلق ہے تو اگر ان چیزوں کے استعمال سے ان کے کچھ اجزاء لعاب میں شامل ہوکر حلق میں چلے جائیں توروزہ ٹوٹ جائے گا ، لیکن اگر ان چیزوں کے</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">اجزاء حلق میں نہیں گئے تو روزہ اگرچہ نہیں ٹوٹے گا ، تاہم بلاضرورت  روزے میں ان چیزوں کا استعمال مکروہ ہے اس لئےان اجتناب کیاجائے اور رات کو ان کا استعمال کیاجائے  ( جواہر الفقہ 3/518)</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">ردا لمختار (2/396)</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">6۔7) ۔۔نمبر 6۔ 7 کاحکم بھی نمبر 5 میں ذکر کردہ تفصیل کے مطابق ہے ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">8) انڈوسکوپی میں ہماری معلومات کے مطابق  پیٹ ، آنتوں اور دل وغیرہ کے معائنہ  کے لیے کیمرہ استعمال کرتےوقت  عام طور پر کیمرے  پر منہ کے راستے سے پانی وغیرہ ڈالاجاتا ہے تاکہ کیمرہ کے گلے سے گزر کر بدن  کے متعلقہ حصے پر پہنچنے تک کیمرے پر بدن کی جواندرونی رطوبات لگ گئی ہوں وہ صاف ہوجائیں ۔ا س تفصیل کی روشنی میں روزے کی حالت میں انڈوسکوپی کرانے سے روزہ ٹوٹ جائیگا اورا س روزے کی قضاء  لازم ہوگی ۔ا س لیے بوقت  ضرورت یہ عمل رات کو کیاجائے ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">انجیوگرافی  ہماری معلومات  کے مطابق چونکہ ران کی رگ میں تار ڈال کر کی جاتی ہے ،ا ور رگ کے ذریعے جسم میں دواڈالنے سے روزہ نہیں ٹوٹتا لہذا انجیوگرافی  میں دوااستعمال کرنے کی صورت میں بھی روزہ نہیں ٹوٹے گا۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">9۔ 10) درست ہیں</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">11) نمبر 11 بھی درست  ہے البتہ آخر میں جویہ لکھا ہے کہ ” اگر خود قے کی یا کروائی توروزہ ٹوٹ جائے گا”توا س میں روزہ اس وقت ٹوٹے گا جب قے منہ بھر کر ہو۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">12) درست ہے، البتہ  اے ٹی ٹی سے مراد ETTہے تو اس کے حکم میں تفصیل ہے کیوں کہ ہماری معلومات کے مطابق یہ ایک ٹیوب  ہوتی ہے جوآکسیجن دینے کے لیے منہ کے ذریعے سانس کی نالی میں ڈالی جاتی ہے ،ا س میں کبھی دواڈالی جاتی ہے اور کبھی نہیں ڈالی جاتی ، لہذا اس کے استعمال کے وقت اگر اس میں دوا یاپانی وغیرہ ڈالاجائے توروزہ توٹ جائے اگ لیکن اگر اس کے ذریعے صرف آکسیجن دی جائے جس میں کوئی دوا شامل نہ ہو اور کوئی دوایاپانی وغیرہ نہ دیاجائے توایسی صورت  میں ETTکے استعمال سے روزہ نہیں ٹوٹے گا  ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">13۔ 14)  درست ہے ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">15)  مرد کی پیشاب کی جگہ میں نلکی ڈالنےسے مطلقاً روزہ نہیں ٹوٹتا ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">البتہ عورت  کی پیشاب کی جگہ میں اگر خشک نلکی ڈالی جاتی ہو تو اس سےروزہ نہیں ٹوٹے گا ،ا ور اگر نلکی پر کوئی دوائی لگائی جاتی ہوتو اس سے روزہ ٹوٹنے کا مدار اس پر ہے کہ عورت  کی اندام نہانی (فرج داخل ) اور معدہ یا آنتوں کے درمیان راستہ ہے یا نہیں ؟ اور اس مسئلہ کا تعلق علم طب اور تشریح الابدان سے ہے ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">مشائخ حنفیہ ؒ کے  نزدیک چونکہ  عورت کی اندام نہانی اور معدہ  یا آنتوں کے درمیان راستہ  ہے اس لیے وہ مذکورہ صورت میں دوائی کے فرج داخل تک پہنچ جانے کی وجہ سے روزہ ٹوٹنے کے قائل ہیں ۔ لیکن چونکہ یہ مسئلہ طبی ہے اورطبی تحقیقی میں تبدیلی آنے کی وجہ سے  مذکورہ مسئلے کے حکم کی تبدیلی آسکتی ،ا س لیے  اگر عصر حاضر کے ڈاکٹروں کا اس پر اتفاق ہوکہ عورت کی اندام نہانی اور معدہ یا آنتوں کے درمیان راستہ  نہیں ہےا ور اندام نہانی میں  داخل ہونے والی دوایا کوئی اورچیز یقینا ً معدہ یاآنتوں تک نہیں پہنچتی  ہے تو ایسی صورت میں عورت کی شرمگاہ میں تر نلکی ڈالنے سے روزہ نہیں ٹوٹے گا ۔ لیکن کتب فقہ میں انگلے کے گیلا ہونے کی صورت میں قضا کو واجب قراردیاگیاہے لہذا احتیاط اسی میں ہے کہ ایک روزے کی قضا کرلی جائے ۔نیز روزے کی حالت میں سخت مجبوری کے علاوہ یہ عمل نہ کیاجائے ۔ ( ماخذہ التبویب  بتصرف : 825/62)</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">الفتاوی الھندیہ (1/204)</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">16) جدید طبی تحقیق کے مطابق چونکہ عورت کی شرمگاہ اور معدہ اور آنتوں کے درمیان راستہ نہیں ہے اس لیے خواتین کے شرمگاہ میں دوائی رکھنے سے روزہ نہیں ٹوٹے گا تاہم عورت دوادن میں نہ رکھے ،رات کو رکھے توزیادہا حتیاط کی بات ہے اور اگر دن میں رکھ لے تو یہ بہتر ہے ۔</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">ضابطۃ المطرات  ص 95)</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">17تا 22)  درست ہیں</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">واللہ سبحانہ وتعالیٰ  اعلم بالصواب وعلمہ واحکم</span></p><p style=""direction: rtl; text-align: right;""><span style=""font-size: 14pt; color: #000000;"">دارالافتاء جامعہ دارالعلوم کراچی</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt;"">عربی عبارات وپی ڈی ایف فائل میں فتوی حاصل کرنے کے لیے دیے گئے لنک پر کلک کریں:</span></p><p style=""direction: rtl;""><a href=""https://www.facebook.com/groups/497276240641626/584790931890156/""><span style=""font-size: 14pt;"">https://www.facebook.com/groups/497276240641626/584790931890156/</span></a></p>"
https://www.suffahpk.com/munkar-talaq/,darul-uloom-karachi-via-suffah,منکر طلا ق,"May 16, 2018","<p style=""direction: rtl;""><span style=""font-size: 18pt; color: #800000;"">  دارالعلوم کراچی فتویٰ نمبر:142</span></p>","<p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">الجواب حامداومصلیاً</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">مفتی سوال کے مطابق جواب لکھنے کا پابند ہوتا ہے ،سوال کے سچ یا جھوٹ ہونے کی تمام تر ذمہ داری سوال پوچھنے والے پر ہوتی ہے ۔غلط بیانی کرکے اپنے مطلب کا فتویٰ حاصل کرنے سے حرام ، حلال نہیں ہوتااور نہ حلال ، حرام ہوتاہے بلکہ حرام بدستور حرام اور حلال بدستور حلال رہتا ہے ،ا ور غلط بیانی کامزید وبال اسی پر ہوتا ہے ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">اس تمہید کے بعد جواب یہ ہے کہ صورت مسئولہ میں اس سے پہلے بیوی نے دارالافتاء سے فتویٰ (1523/54) حاصل کیاہے ، اس کے مطابق اس کے شوہر نے نشہ کی حالت میں تین طلاقیں دیں ۔ پھر اس کا انکار کیااور ہوش وحواس میں بھی تین طلاقیں دی ہیں ،</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">اور کہاکہ اس سے کچھ نہیں ہوتا، لہذا اس کےمطابق یہاں سے یہ حکم لکھا گیاکہ تین طلاقیں واقع ہوچکی ہیں ، کیونکہ شرعاً نشہ کی حالت میں بھی طلاق واقع ہوجاتی ہے لیکن اگر شوہر نشہ کا انکار کرے اورا س پر گواہ نہ ہوں تو ہوش وحواس کی حالت میں بھی طلا ق دینے سے طلا ق واقع ہوجاتی ہے ، بہر حال بیوی کے بیان کے مطابق تین طلاقیں واقع ہوگئی ہیں ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">اب شوہر کا یہ بیان آیاہے کہ اس نے بیوی کو کوئی طلاق نہیں دی ، لہذااگر شوہر کی بات درست ہوتو ا س کی بیوی پر کوئی طلاق واقع نہیں ہوئی اور وہ اپنی بیوی کو واپس لانے کی کوشش کرسکتا ہے، لیکن اگر بیوی کا بیان سچاہے تواس کے حق میں تین طلاقیں واقع ہوگئی ہیں ، بہرحال ہر ایک اپنے سچ اور جھوٹ کا ذمہ دار ہے ، شوہر جھوٹ بولے گا توآخرت میں جوابدہ ہوگا، بیوی جھوٹ بولے گی تو آخرت میں جوابدہ ہوگی ، صحیح صورت حال اللہ تعالیٰ کو معلوم ہے ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">لیکن اگر واقعۃًبیوی نے اپنے کانوں سے تین بار مذکورہ طلا ق کے الفاظ اپنے کانوں سے سنے ہیں تو ا سکے حق میں تین طلاقیں واقع ہوکر حرمت مغلظہ ثابت ہوچکی ہے ،ا ب رجوع نہیں ہوسکتااور حلالہ کے بغیر دوبارہ نکاح بھی نہیں ہوسکتا۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">ایسی صورت میں بیوی پر لازم ہے کہ وہ شوہر سےعلیحدہ رہے ،ا سکے پاس ہرگز نہ جائے اور نہ اسے قریب آنے دے اور اسے عذاب الٰہی سے ڈرائے ،اگرپھربھی وہ باز نہ آئے تو بیوی اس سے خلع کاکہے اور جان چھڑائے اورا گر شوہر نہیں چھوڑتاتو عدالت یا پنچائیت میں تین طلاق کا دعویٰ دائرکرے ۔اگر بیوی کے پاس شرعی گواہ ہیں توٹھیک ہے ورنہ شوہر سےقسم لی جائے،اگرشوہرنے قسم سےانکارکیاتوبیوی کا دعویٰ سچاسمجھاجائے گااور اگر شوہر نے قسم کھائی تواگر شوہر سچاہے توٹھیک ہے ورنہ گناہ شوہر پر ہوگا ، عورت گناہ گار نہیں ہوگی،تاہم بیوی پھربھی علیحدگی کی کوشش جاری رکھے ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">فی الشامیۃ : ( 3/251)</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">واللہ سبحانہ وتعالیٰ</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">محمد طاہر غفرلہ</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">دارالافتاء جامعہ دارالعلوم کراچی</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">عربی حوالہ جات مکمل فتویٰ پی ڈی ایف فائل میں پڑھنے کے لیے لنک پرکلک کریں :</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;""><a href=""https://www.facebook.com/groups/497276240641626/583868405315742/"" style=""color: #000000;"">https://www.facebook.com/groups/497276240641626/583868405315742/</a></span></p>"
https://www.suffahpk.com/waqf-zameen-ka-tabadlah-karrna-qabar-hamwar-karna/,darul-uloom-karachi-via-suffah,وقف زمین کا تبادلہ کرنا /قبر ہموار کرنا,"May 16, 2018",,"<p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">  <span style=""font-size: 18pt; color: #800000;"">دارالعلوم کراچی فتویٰ نمبر:141</span></span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">اگر واقف نے وقف کرتے وقت  وقف نامہ زمین فروخت کرنے یا تبادلہ کی اجازت نہ دی ہوتو موقوفہ زمین کا تبادلہ یا اس کو فروخت نہیں کیاجاسکتا،ا ور اگر واقف نے وقف کرتے وقت زمین فروخت کرنے یا تبادلہ کی اجازت دی ہوتو پھر تبادلہ یا فروخت کیاجاسکتا ہے ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">مسئلہ صورت  میں مسجد انتظامیہ کا مفتی  بہ قول کے مطابق موقوفہ زمین کا تبادلہ کرنا درست نہیں تھا،تاہم امام ابو یوسف ؒ کے قول کے مطابق وقف کی زمین کا ایسی زمین سے جوانفع للوقف  ہو تبادلہ کرنے کی گنجائش ہے، لہذا اگر واقعی دوسری زمین بہتر ہےاورا س کے تبادلہ کا معاہدہ ہواتوامام ابو یوسف ؒ  کےقول کے مطابق اس معاہدہ پر عمل کرنا لازم ہے،ا ور شخص مذکورہ کا معاہدہ سے انحراف اور</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">وقف کی متبادل زمین پر قبضہ  کرنا ناجائز ہے ،ا س پر لازم ہے کہ وہ اس حرکت سے با زآئے ورنہ وہ گناہگار ہوگا ، مسجد  کی انتظامیہ اس سلسلہ میں قانونی چارہ جوئی بھی کرسکتی ہے لیکن اگر قبضہ چھرانے سے فتنہ وفساد کا اندیشہ ہویا قانونی چارہ جوئی پر بہت زیادہ اخراجات آئیں تو ایسی مجبوری میں مفتیٰ بہ قول کے مطابق چونکہ سابقہ معاہدہ درست نہیں تھا اس لیے اصل زمین واپس لی جاسکتی  ہے ، تاہم اس زمین کے جس حصہ پر قبر بنائی گئی ہے اس حصہ کو فروخت کرنا توجائز نہیں البتہ وہ حصہ مسجد انتظامیہ شخص مذکور کو کرایہ پر دے دے تاکہ مسجد کی آمدنی ہوجائے ، اور دس ہزار روپے جو لیے ہیں وہ کرایہ کی مد میں انتظامیہ رکھ سکتی ہے ،ا ور یہ رقم مسجد کی ضروریات میں استعمال ہوسکتی ہے ، پھر جب یہ غالب گمان ہوجائے کہ قبر میں موجود مٹی بن چکی ہے تو کرایہ کا معاہدہ ختم کرکے قبر کو ہموار کیاجاسکتاہے ۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">فی الدر : (4/388)</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">فی الشامیۃ تحتہ</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">واللہ اعلم بالصواب</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">دارالافتاء جامعہ دارالعلوم کراچی</span></p><p style=""direction: rtl;"">مکمل عربی عبارات پی ڈی ایف فائل میں حاصل کرنے کےلیے لنک پر کک کریں :</p><p style=""direction: rtl;""><a href=""https://www.facebook.com/groups/497276240641626/583853565317226/"">https://www.facebook.com/groups/497276240641626/583853565317226/</a></p>"
https://www.suffahpk.com/net-cafe-kholny-ka-hukum/,darul-uloom-karachi-via-suffah,نیٹ کیفے کھولنے کاحکم,"June 21, 2022",,"<p style=""direction: rtl;""><span style=""font-size: 14pt; color: #800000;"">دارالعلوم کراچی فتویٰ نمبر:02</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">الجواب حامداومصلیا ً</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">انٹرنیٹ کی اصل وضع تخریبی مقاصد کےلیے نہیں بلکہ معلومات حاصل کرنے میں سہولت پیدا کرنے کے لیے ہے بعد میں لوگوں نےا سے تخریبی مقاصد اور منکرات وفواحش کا بھی ذریعہ بنالیاہے اور اب اس کا جائز اورناجائز استعمال دونوں ہیں ۔لیکن چونکہ سروس فراہم کرنے کی اصل حیثیت ایک ذریعہ کی ہے اور استعمال کا سارادارومدار استعمال کنندہ ( جوکہ فاعل مختار ہے) پرہے اس لیے سروس فراہم کرنا فی نفسہ جائز اور ا س سے حاصل شدہ آمدنی بھی ناجائز اورحرام نہیں ۔تاہم اگرسروس فراہم کرنے والاناجائز استعمال کے واسطے خود کوئی سہولت فراہم کرے گایا اس میں کوئی تعاون کرے گاتواستعمال کرنے کے ساتھ ساتھ سروس فراہم کرنے والابھی گنہگار ہوگا لہذا اس کے لئےضروری ہے کہ وہ انٹرنیٹ  کے ناجائز استعمال کو روکنے کی ہرممکن کوشش کرے تاکہ اس کی آمدنی میں کراہت نہ ہو۔</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">فی جواہر الفقہ : ( 452/2)</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">واللہ تعالیٰ اعلم بالصواب</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">عبدالحفیظ حفظہ اللہ تعالی</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">دارالافتاء جامعہ دارالعلوم کراچی</span></p><p style=""direction: rtl;""><span style=""font-size: 14pt; color: #000000;"">پی ڈی ایف فائل میں فتوی حاصل کرنے کے لیے لنک پر کلک کریں :</span></p><p style=""direction: rtl;""><a href=""https://www.facebook.com/groups/497276240641626/581058488930067/"">https://www.facebook.com/groups/497276240641626/581058488930067/</a></p>"
